sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00764,Ergonomic uniform benchmark,Report explain road probably century role more car certain radio total claim outside decade.,Food & Beverage,Travel,"Rocha,",436.48,1092.7,43.06,82.5,39.0,52.7,False,False,50,445,12,2026-04-30T04:36:50.726872
SKU-00765,Open-source encompassing strategy,Short everybody American rock hope professional between.,Food & Beverage,Common,"Gray,",188.43,635.08,18.6,59.9,43.4,18.7,False,False,166,845,2,2026-04-30T04:36:50.726872
SKU-00766,Ameliorated grid-enabled ability,Religious source mother owner also simple factor player onto.,Office Supplies,Condition,"Madden,",374.29,537.08,39.09,69.7,47.7,7.8,False,False,105,429,5,2026-04-30T04:36:50.726872
SKU-00767,Operative mobile matrices,Consumer person five enter treat director police they cover skin resource.,Industrial,Nature,Franklin,70.2,134.97,39.69,74.5,17.4,13.9,False,False,168,604,12,2026-04-30T04:36:50.726872
SKU-00768,Reduced contextually-based artificial intelligence,Build activity here majority series attack create physical edge you miss what.,Food & Beverage,Outside,"Cobb,",234.73,566.65,32.24,81.2,40.7,27.5,False,False,91,646,3,2026-04-30T04:36:50.726872
SKU-00769,Mandatory didactic methodology,Guess ground eat wide green above nothing create.,Office Supplies,Only,Walker-Ortega,217.41,431.3,36.29,35.3,64.5,14.2,False,False,120,599,31,2026-04-30T04:36:50.726872
SKU-00770,Re-contextualized high-level application,Performance subject level sure toward black candidate live cover water walk score military appear.,Hardware,Speak,Cohen,296.27,594.51,20.59,69.8,76.3,44.1,False,False,166,929,4,2026-04-30T04:36:50.726872
SKU-00771,Synchronized holistic portal,Moment include respond a arrive character agree.,Food & Beverage,Real,"Woods,",219.86,422.47,5.72,29.2,49.5,29.1,False,False,38,176,22,2026-04-30T04:36:50.726872
SKU-00772,Decentralized multi-state paradigm,Girl early you record now significant capital decide spend specific trade.,Medical,Wall,"Black,",290.09,659.5,11.51,38.1,77.1,15.9,False,False,77,760,35,2026-04-30T04:36:50.726872
SKU-00773,Persevering high-level knowledge user,Ahead cold add very moment arm its able painting voice let activity western safe business determine.,Apparel,Agent,Wallace,218.46,446.29,18.33,115.6,30.3,16.8,False,False,197,699,32,2026-04-30T04:36:50.726872
SKU-00774,Quality-focused interactive methodology,Middle sit foot radio full yard onto offer best friend father stock.,Automotive,Left,Valenzuela,140.1,343.44,43.79,48.0,21.0,40.6,False,False,147,425,24,2026-04-30T04:36:50.726872
SKU-00775,Open-source regional frame,Campaign concern investment fund music by short care final whose difficult network she.,Electronics,Game,Fleming,158.26,494.8,33.74,71.9,77.6,22.0,False,False,134,420,33,2026-04-30T04:36:50.726872
SKU-00776,Fundamental impactful circuit,Main history production upon painting cut off expert.,Automotive,Large,"Goodwin,",45.33,97.71,7.85,108.3,44.8,54.7,False,False,59,470,11,2026-04-30T04:36:50.726872
SKU-00777,Automated leadingedge open architecture,Public reason nor save ten recent structure growth fire establish away seem area population visit.,Industrial,Lot,"Hernandez,",108.39,243.78,15.1,58.5,23.9,48.8,False,False,193,148,17,2026-04-30T04:36:50.726872
SKU-00778,Profit-focused local process improvement,President last particularly first lawyer appear whom everything defense such.,Medical,Lawyer,"Adams,",328.7,905.98,24.51,98.1,66.5,16.2,False,False,192,377,37,2026-04-30T04:36:50.726872
SKU-00779,Digitized empowering encryption,National establish able always pick cut general soon study health skill condition it.,Electronics,Same,"Taylor,",154.01,372.08,10.92,113.0,33.0,46.5,False,False,58,673,25,2026-04-30T04:36:50.726872
SKU-00780,Vision-oriented directional secured line,Like decade garden many cell hope low continue authority.,Hardware,Tonight,Smith,46.7,106.72,30.83,8.6,68.5,46.0,False,True,108,521,37,2026-04-30T04:36:50.726872
SKU-00781,Vision-oriented global knowledgebase,Television give only happen center figure future home after oil six take then four.,Industrial,Military,"Lewis,",356.07,905.45,24.5,54.7,49.8,56.8,False,False,111,975,10,2026-04-30T04:36:50.726872
SKU-00782,Expanded 4thgeneration customer loyalty,Available travel early PM full country open follow run movie pattern.,Office Supplies,Respond,"Bolton,",50.76,129.5,39.05,81.4,62.8,55.6,False,False,73,411,13,2026-04-30T04:36:50.726872
SKU-00783,Organic 4thgeneration support,Soon international agent evening help story skin easy knowledge year six run bag test.,Medical,Method,Snow-Campbell,356.08,1246.17,18.46,82.5,31.7,32.6,False,False,126,181,9,2026-04-30T04:36:50.726872
SKU-00784,Networked next generation intranet,Produce PM summer high mean reflect job themselves.,Food & Beverage,What,Mcclain-Zimmerman,240.99,447.69,4.36,29.6,65.1,49.6,False,False,29,328,13,2026-04-30T04:36:50.726872
SKU-00785,Innovative 24hour support,Effort hear maybe investment model fact much material attack color media think.,Medical,Product,King,22.64,74.69,15.56,61.6,28.2,37.6,False,False,67,371,31,2026-04-30T04:36:50.726872
SKU-00786,Upgradable real-time middleware,Like industry remember rather common plan carry research office one song today stage city.,Furniture,Former,"Floyd,",320.95,700.19,38.45,106.7,76.3,17.5,False,False,180,61,43,2026-04-30T04:36:50.726872
SKU-00787,Decentralized didactic challenge,Face event memory type go law somebody.,Medical,Avoid,Greer-Estrada,24.62,68.09,11.49,46.9,52.2,50.9,False,False,16,575,12,2026-04-30T04:36:50.726872
SKU-00788,Customizable upward-trending Local Area Network,Hospital father individual operation discover be better rate school have present man.,Office Supplies,Stop,"Shah,",438.48,727.14,49.58,52.7,72.3,29.3,False,False,27,194,33,2026-04-30T04:36:50.726872
SKU-00789,Multi-layered methodical success,His technology lose hour no call matter scene garden political only financial they.,Sporting Goods,With,Jones,389.0,827.9,46.95,16.9,65.8,41.0,False,False,52,127,17,2026-04-30T04:36:50.726872
SKU-00790,Centralized executive orchestration,Mr manager care next maintain century guess science center above baby record gun American three color.,Apparel,The,"Mcdonald,",282.54,558.05,8.04,48.4,74.2,36.0,False,False,47,913,22,2026-04-30T04:36:50.726872
SKU-00791,Optional zero tolerance software,Alone here look figure team it once early son because easy.,Industrial,Daughter,Stephens,364.79,779.63,37.94,41.6,77.3,38.5,False,False,189,269,12,2026-04-30T04:36:50.726872
SKU-00792,Re-contextualized disintermediate encoding,To board born than enjoy again government.,Office Supplies,More,"Morris,",169.59,318.89,46.23,17.6,12.3,46.8,False,False,188,400,6,2026-04-30T04:36:50.726872
SKU-00793,Devolved tangible frame,Child hotel gas everybody include leader education lawyer west decision authority laugh.,Medical,Owner,"Gonzalez,",97.4,162.86,48.32,84.0,15.8,14.0,False,False,35,756,38,2026-04-30T04:36:50.726872
SKU-00794,Cross-group stable encoding,Give however interest pay wind easy would space my south green those.,Automotive,Note,Beck-Jones,98.55,236.94,39.04,66.8,72.3,52.0,False,False,181,187,11,2026-04-30T04:36:50.726872
SKU-00795,Streamlined national circuit,War hit animal but pass on book state same can team various.,Hardware,Follow,"Ruiz,",14.01,25.74,26.16,27.8,29.3,58.5,False,False,123,223,35,2026-04-30T04:36:50.726872
SKU-00796,Exclusive hybrid website,Exist it team student magazine operation course loss risk paper worry bed there capital write.,Automotive,Technology,Li-Lawson,94.37,120.39,0.18,60.4,63.3,55.4,False,False,197,636,1,2026-04-30T04:36:50.726872
SKU-00797,Centralized systematic toolset,Fine result put camera across music produce city trip buy team half away among ever goal.,Medical,Style,Jackson-Torres,446.14,994.83,48.57,32.3,39.9,10.4,False,True,117,719,31,2026-04-30T04:36:50.726872
SKU-00798,Up-sized encompassing instruction set,Character behind from impact place dog deep question already.,Hardware,Clearly,Lopez-Anderson,310.54,832.91,9.36,15.8,16.0,18.4,False,False,153,100,43,2026-04-30T04:36:50.726872
SKU-00799,De-engineered fresh-thinking encoding,Before everybody dog poor finish war other money exist pull thus article this more couple.,Sporting Goods,Yourself,Williams-Ramirez,135.96,289.23,28.76,10.1,71.5,40.9,False,False,94,864,26,2026-04-30T04:36:50.726872
SKU-00800,Advanced well-modulated synergy,Defense term walk middle talk policy think part letter cause establish few skin beat trade activity.,Automotive,Member,Caldwell,116.63,268.41,5.55,75.5,35.1,20.7,False,False,165,748,2,2026-04-30T04:36:50.726872
SKU-00801,Front-line systematic groupware,Voice can thank listen poor majority great either huge join.,Industrial,Life,Alvarez-Perez,175.03,532.3,28.5,116.0,58.9,45.5,False,False,43,394,43,2026-04-30T04:36:50.726872
SKU-00802,Inverse fault-tolerant open architecture,Explain visit conference hope into fund raise oil.,Furniture,Success,"Mcgee,",449.12,1016.77,2.75,68.5,60.3,23.7,False,False,149,195,38,2026-04-30T04:36:50.726872
SKU-00803,Persistent tertiary application,Which generation value better those store development economic anything.,Electronics,Coach,Montgomery-Yang,176.98,405.34,8.84,115.5,74.2,5.9,False,False,196,191,22,2026-04-30T04:36:50.726872
SKU-00804,Seamless secondary groupware,Congress explain land country relate strategy attorney capital ten ten determine try read body.,Automotive,Letter,Greene-Bradley,428.74,1303.69,7.12,18.0,47.9,55.9,True,False,126,425,18,2026-04-30T04:36:50.726872
SKU-00805,Multi-lateral foreground Local Area Network,We soon base school instead pull work almost.,Apparel,With,"Myers,",232.21,742.12,46.41,31.7,63.0,23.3,False,False,86,246,44,2026-04-30T04:36:50.726872
SKU-00806,Right-sized background analyzer,Response street couple economy democratic environment economy.,Hardware,Than,Goodman,377.88,475.97,18.17,32.5,65.3,51.4,False,False,74,436,37,2026-04-30T04:36:50.726872
SKU-00807,Operative optimizing array,Challenge real wonder remain place leg change turn whatever huge matter.,Office Supplies,From,Murray,99.13,151.15,43.82,89.5,27.8,54.6,False,False,149,300,13,2026-04-30T04:36:50.726872
SKU-00808,Self-enabling motivating knowledge user,Floor lot argue trouble could seek design add onto tonight program deep wish garden room.,Office Supplies,Language,"Bernard,",40.42,83.96,47.58,72.0,41.2,35.5,False,False,164,514,7,2026-04-30T04:36:50.726872
SKU-00809,Horizontal impactful hub,Including look need finally leg agreement eye sound point detail Republican star government smile set.,Medical,Job,"Mitchell,",222.51,318.91,24.35,8.1,7.4,25.8,False,True,156,360,5,2026-04-30T04:36:50.726872
SKU-00810,Implemented value-added installation,Four letter manager finish write attention writer hand skin successful.,Automotive,Money,Carroll-Hughes,59.61,75.16,4.75,50.1,45.6,15.4,False,False,92,263,16,2026-04-30T04:36:50.726872
SKU-00811,Triple-buffered non-volatile hierarchy,Impact smile actually size policy shoulder up relate language fire consumer successful say middle PM because.,Sporting Goods,Organization,White,202.53,371.13,37.83,57.2,67.5,28.5,False,False,25,59,25,2026-04-30T04:36:50.726872
SKU-00812,Inverse background superstructure,Full lose onto happy result law candidate machine including event expect.,Industrial,Would,Parker-Brown,127.0,251.5,47.71,101.9,74.8,48.3,False,False,69,912,6,2026-04-30T04:36:50.726872
SKU-00813,Secured methodical analyzer,Back so choice opportunity central administration single gun serious find without couple check parent hard.,Medical,Begin,"Hays,",288.12,853.03,2.33,31.0,24.8,47.9,False,False,125,391,32,2026-04-30T04:36:50.726872
SKU-00814,Re-contextualized hybrid challenge,Employee leave it position option foreign owner TV life value process prevent seem idea reach.,Industrial,Agent,Tapia,403.42,1407.02,17.08,94.6,27.7,18.3,False,True,87,767,29,2026-04-30T04:36:50.726872
SKU-00815,Profit-focused coherent function,Human wonder help final no issue range above whose plant decision.,Food & Beverage,Issue,"Moore,",326.82,1028.93,27.12,118.9,34.0,51.7,False,False,23,515,39,2026-04-30T04:36:50.726872
SKU-00816,Upgradable 3rdgeneration moderator,Friend Congress skin interview number society help not sure decision tree central.,Furniture,Line,"Briggs,",351.08,1142.68,18.06,71.7,71.7,48.6,False,False,37,102,31,2026-04-30T04:36:50.726872
SKU-00817,Innovative transitional installation,Star paper close which road establish computer sit quite education edge there involve huge animal.,Furniture,Black,Greene-Manning,429.08,992.67,15.4,56.7,26.7,45.1,False,False,141,628,30,2026-04-30T04:36:50.726872
SKU-00818,Cross-group needs-based application,Thank how maybe nature serious second receive what wall pattern college will.,Automotive,Pm,Preston-Molina,69.54,193.81,10.58,63.3,25.1,59.4,True,False,12,673,33,2026-04-30T04:36:50.726872
SKU-00819,Synergized well-modulated projection,Growth minute interview religious indicate beautiful project event sure window direction pretty than name name building.,Automotive,Particularly,"Lee,",117.13,285.67,17.51,52.9,68.2,24.0,False,False,176,785,27,2026-04-30T04:36:50.726872
SKU-00820,Devolved secondary utilization,Management management wide easy wide necessary able simply theory civil.,Sporting Goods,Successful,Jones,31.85,49.29,20.55,68.0,7.5,46.5,False,False,126,499,39,2026-04-30T04:36:50.726872
SKU-00821,Cross-platform motivating task-force,Congress accept check oil hair democratic up drug step PM rate quickly.,Electronics,Film,Wheeler,169.5,500.53,10.34,70.0,66.9,10.4,False,False,57,950,29,2026-04-30T04:36:50.726872
SKU-00822,Configurable composite matrix,Contain business organization interview cost street consumer.,Hardware,Happen,"Smith,",32.79,45.06,21.95,32.4,31.8,9.5,False,False,179,862,3,2026-04-30T04:36:50.726872
SKU-00823,Switchable zero administration knowledgebase,Player human offer ready account accept black ok young security week heavy garden where.,Apparel,Difference,Crosby,183.98,348.95,8.28,27.1,75.6,16.0,False,False,160,285,17,2026-04-30T04:36:50.726872
SKU-00824,Progressive disintermediate extranet,Six member sing box tree fine responsibility fight peace box.,Electronics,Produce,Hurst,127.05,383.93,40.74,107.3,67.6,57.2,False,False,76,774,15,2026-04-30T04:36:50.726872
SKU-00825,Reactive local access,Lot mouth control almost effort another down yard rest.,Electronics,Act,"Fitzpatrick,",306.5,658.17,17.26,20.0,30.6,33.2,False,False,163,362,6,2026-04-30T04:36:50.726872
SKU-00826,Re-contextualized secondary budgetary management,Study cold herself race agent technology that Democrat enter.,Office Supplies,Bag,"Hall,",62.74,112.65,35.8,10.6,63.9,52.0,False,False,152,394,19,2026-04-30T04:36:50.726872
SKU-00827,Enterprise-wide transitional knowledge user,Civil challenge than this because born job nor rise close west seat cold.,Office Supplies,Imagine,Frazier-Garcia,239.97,432.47,5.91,71.5,61.5,48.4,False,False,102,408,20,2026-04-30T04:36:50.726872
SKU-00828,Versatile attitude-oriented initiative,Measure both item type some score in career our conference benefit country however either.,Sporting Goods,Condition,Ramos-Chan,407.17,1243.85,16.27,117.1,35.8,59.6,False,False,17,541,36,2026-04-30T04:36:50.726872
SKU-00829,Down-sized composite analyzer,Of base rate use full political age watch activity social back miss single art garden language.,Automotive,Stuff,Smith-Green,387.05,963.35,31.91,56.4,34.8,41.4,False,False,43,222,8,2026-04-30T04:36:50.726872
SKU-00830,Intuitive cohesive neural-net,Include majority artist site mean job particular anyone according pretty dinner.,Hardware,Agent,"Cole,",113.22,375.14,1.81,108.4,51.6,43.6,False,False,116,994,14,2026-04-30T04:36:50.726872
SKU-00831,Balanced global migration,Focus responsibility account marriage clear cold political word drug rise.,Furniture,Official,Cunningham,428.21,1172.92,27.04,59.3,44.3,30.1,False,False,61,896,45,2026-04-30T04:36:50.726872
SKU-00832,Team-oriented neutral encoding,Action blue seem as cover agree time sure move.,Apparel,Baby,"Carlson,",35.72,109.39,28.41,96.7,18.0,49.4,False,False,110,367,20,2026-04-30T04:36:50.726872
SKU-00833,Balanced impactful functionalities,At light require event week soon rest leave.,Electronics,Relate,Nelson-Bell,53.01,94.23,38.04,67.3,43.0,29.3,True,True,20,233,34,2026-04-30T04:36:50.726872
SKU-00834,Organic non-volatile Internet solution,News weight piece become thus size effort argue scene page film fear range vote my.,Office Supplies,Really,"Martinez,",220.22,614.58,7.59,7.4,56.1,44.4,False,True,195,958,32,2026-04-30T04:36:50.726872
SKU-00835,Versatile even-keeled groupware,Matter receive let indicate author team can north scene benefit although check behind.,Office Supplies,Knowledge,Rivera-Frederick,163.34,552.25,3.43,36.7,42.4,10.0,False,True,78,465,27,2026-04-30T04:36:50.726872
SKU-00836,Polarized maximized task-force,Can check day above region glass discover.,Medical,Live,"Sawyer,",60.53,119.18,37.01,94.7,31.7,25.5,False,False,80,224,4,2026-04-30T04:36:50.726872
SKU-00837,Inverse content-based superstructure,Arrive true player popular consumer environmental nor listen dog.,Automotive,Section,"Porter,",104.57,143.75,26.77,93.2,26.9,33.5,False,False,13,636,24,2026-04-30T04:36:50.726872
SKU-00838,Secured real-time core,Pick fund line range administration record effort thus partner offer.,Medical,Institution,"Henderson,",229.2,359.6,11.97,68.9,34.8,43.0,True,True,32,935,17,2026-04-30T04:36:50.726872
SKU-00839,Integrated zero administration info-mediaries,Move entire quality eat newspaper five serve somebody get report owner.,Furniture,On,"Tran,",152.0,242.51,6.82,60.8,25.1,40.5,False,False,168,699,30,2026-04-30T04:36:50.726872
SKU-00840,Distributed methodical encryption,Wind term store tax time voice piece argue bit interest early single.,Office Supplies,But,Vazquez-Anderson,4.62,6.24,5.43,54.7,50.7,51.1,False,False,168,182,23,2026-04-30T04:36:50.726872
SKU-00841,Multi-layered hybrid solution,Eight ready gas win indeed husband son month information thought.,Apparel,Day,Stevens-Campbell,34.52,46.74,42.43,22.8,59.3,22.5,False,False,154,510,1,2026-04-30T04:36:50.726872
SKU-00842,Future-proofed high-level hierarchy,Science this wall data that value base black fund.,Furniture,Visit,"Baker,",374.36,1013.3,9.97,59.8,30.5,11.4,False,False,171,980,24,2026-04-30T04:36:50.726872
SKU-00843,Stand-alone executive concept,Place mother federal task should her media tonight.,Hardware,Bad,Hanson,411.65,586.18,42.13,97.2,53.4,6.8,False,False,129,392,30,2026-04-30T04:36:50.726872
SKU-00844,Open-source encompassing system engine,Politics community edge hold concern other may kind education rock follow prepare perform month.,Hardware,Mission,Duran-Hudson,137.26,478.84,48.16,110.2,27.4,49.0,False,False,50,444,9,2026-04-30T04:36:50.726872
SKU-00845,Decentralized high-level encoding,Article firm budget happy want away more.,Hardware,Tough,Castillo-Carroll,156.6,377.96,27.32,84.7,18.3,39.9,False,False,130,795,29,2026-04-30T04:36:50.726872
SKU-00846,Synergized disintermediate application,When spend newspaper employee science young agent me cell identify feel wear.,Automotive,Situation,Nichols-Becker,107.18,304.78,23.11,24.8,61.4,19.2,False,False,97,930,20,2026-04-30T04:36:50.726872
SKU-00847,Networked composite function,Seat write player TV place actually inside sea home rise.,Medical,Huge,"Sims,",280.75,678.72,8.32,117.1,33.2,29.6,False,False,192,921,20,2026-04-30T04:36:50.726872
SKU-00848,Integrated real-time benchmark,Sometimes somebody million make what pick history across back.,Sporting Goods,Spring,Kim-Bell,101.43,324.55,32.41,101.0,51.0,35.1,False,False,146,712,2,2026-04-30T04:36:50.726872
SKU-00849,Advanced bi-directional benchmark,Five catch yard bank analysis travel seven cost work.,Apparel,Company,"Hebert,",288.86,551.51,29.1,53.2,8.8,3.8,False,False,163,117,27,2026-04-30T04:36:50.726872
SKU-00850,Profound discrete productivity,Both common never thousand enough reduce nature cell already.,Medical,Maintain,"Foster,",315.0,555.38,20.82,38.1,17.6,24.2,False,False,45,178,24,2026-04-30T04:36:50.726872
SKU-00851,Sharable web-enabled knowledge user,Themselves clearly use positive experience everything especially either add little success college relationship mouth.,Apparel,Land,Higgins,118.87,395.41,11.12,94.9,22.3,36.5,False,False,171,110,7,2026-04-30T04:36:50.726872
SKU-00852,Reduced holistic concept,Relate successful science remember outside lead food like join time today reduce participant color director.,Apparel,Grow,Porter-Andrews,305.93,703.7,5.53,86.7,61.4,12.7,False,False,26,314,32,2026-04-30T04:36:50.726872
SKU-00853,Switchable radical project,Support decade kitchen administration find personal American only painting role movement first sign stage discover.,Office Supplies,Arrive,Peterson,432.06,949.45,48.49,6.5,5.9,5.8,False,False,67,272,22,2026-04-30T04:36:50.726872
SKU-00854,User-centric 4thgeneration challenge,Green necessary important plan him respond take industry ground put trade hotel trade force bank.,Industrial,Congress,Brown,275.45,622.2,15.38,23.2,45.4,16.1,False,False,92,681,27,2026-04-30T04:36:50.726872
SKU-00855,Implemented clear-thinking info-mediaries,Professional here stuff experience billion age size take generation.,Medical,Finally,Shaw,308.45,932.11,39.88,14.5,31.5,52.1,True,False,120,837,11,2026-04-30T04:36:50.726872
SKU-00856,Sharable discrete Graphic Interface,Health from song political like law role opportunity also language thus TV unit.,Medical,Staff,Ellis-Walker,334.18,965.56,11.89,42.3,8.2,13.8,False,True,19,770,41,2026-04-30T04:36:50.726872
SKU-00857,Function-based next generation workforce,Road seek form color wall voice season stop information soldier suffer anything.,Industrial,Receive,Trujillo-Mejia,26.44,83.17,20.39,104.4,53.4,19.5,False,False,198,772,21,2026-04-30T04:36:50.726872
SKU-00858,Diverse mission-critical parallelism,Perform none set yeah foreign class skill however effort.,Electronics,Tv,"Clements,",144.17,411.95,14.28,78.7,14.4,37.9,False,False,25,802,28,2026-04-30T04:36:50.726872
SKU-00859,Centralized directional secured line,Fund also a night service garden research walk executive increase science like floor student myself.,Office Supplies,Authority,"Kaiser,",200.13,615.54,13.46,70.7,51.6,19.7,False,False,160,69,18,2026-04-30T04:36:50.726872
SKU-00860,Polarized homogeneous strategy,Free past individual fine rich security against arrive government against.,Food & Beverage,Street,Harris,144.78,421.82,33.63,104.5,64.3,42.0,False,False,187,277,22,2026-04-30T04:36:50.726872
SKU-00861,Compatible asymmetric moderator,Marriage many large miss practice top you throw country despite medical expert Republican party loss source.,Food & Beverage,Support,Williams-Sanchez,206.32,641.92,41.32,16.3,21.6,3.1,False,False,73,694,44,2026-04-30T04:36:50.726872
SKU-00862,User-centric systematic emulation,Mean health example more feeling information source involve.,Apparel,Red,Rhodes,94.87,329.01,21.21,16.7,18.4,19.0,False,False,172,633,35,2026-04-30T04:36:50.726872
SKU-00863,Robust dedicated array,Likely network answer citizen training all drive indeed right rich.,Medical,Job,Ayers-Logan,169.38,271.67,12.16,44.9,29.3,6.2,False,False,43,384,7,2026-04-30T04:36:50.726872
SKU-00864,Persevering disintermediate instruction set,She lay find give former those debate tonight mean party south receive.,Medical,Defense,Ingram-Bowen,368.76,1048.97,18.35,46.0,45.1,30.9,False,False,78,699,45,2026-04-30T04:36:50.726872
SKU-00865,Customer-focused actuating challenge,Person off he dog any peace seem court economic present these day.,Apparel,Respond,"Lucero,",24.97,39.77,32.42,84.0,27.4,21.8,False,True,168,210,24,2026-04-30T04:36:50.726872
SKU-00866,Intuitive global synergy,Let century economy it song institution history.,Hardware,Father,"Rodriguez,",366.14,566.09,11.71,97.1,7.7,30.2,False,False,73,892,23,2026-04-30T04:36:50.726872
SKU-00867,Innovative fault-tolerant middleware,Join blue view without where none each writer produce law these through law approach.,Office Supplies,Past,Brown-Knight,406.68,1163.05,11.24,84.2,50.8,16.7,False,True,192,945,31,2026-04-30T04:36:50.726872
SKU-00868,Polarized composite hardware,Project citizen scientist simple guess per law shoulder claim.,Medical,Office,Herrera,50.87,161.83,15.77,62.1,14.1,56.0,False,False,141,696,42,2026-04-30T04:36:50.726872
SKU-00869,Visionary next generation portal,Option three responsibility west feel owner weight himself.,Industrial,Share,Weber-Jones,60.46,131.29,0.97,95.1,14.0,25.8,False,True,181,943,35,2026-04-30T04:36:50.726872
SKU-00870,Triple-buffered tangible paradigm,Finish staff prevent fall fear edge focus draw once air authority.,Automotive,Hospital,Turner,296.22,528.53,6.66,105.5,5.1,27.3,False,True,49,106,21,2026-04-30T04:36:50.726872
SKU-00871,User-centric multi-tasking implementation,Mrs form management act attorney onto seven out get and throw feeling later analysis.,Automotive,Worker,"Shelton,",273.79,650.85,17.99,80.0,49.7,28.7,False,False,65,759,28,2026-04-30T04:36:50.726872
SKU-00872,Virtual secondary Graphical User Interface,Sea traditional recently arm reality program left.,Sporting Goods,We,"Johnson,",12.25,16.47,38.3,9.4,8.3,55.2,False,False,34,919,4,2026-04-30T04:36:50.726872
SKU-00873,Total interactive analyzer,Black best professional actually maintain peace soon second history environmental.,Furniture,Medical,Cameron-Freeman,330.11,523.16,41.57,65.3,46.8,33.2,False,False,110,722,8,2026-04-30T04:36:50.726872
SKU-00874,Horizontal secondary conglomeration,Represent project cut by no hundred reach maybe turn where quite institution this minute.,Food & Beverage,Movie,Bailey,174.56,436.13,5.78,116.2,40.5,33.1,False,False,185,411,27,2026-04-30T04:36:50.726872
SKU-00875,Persistent bifurcated solution,Half indeed indicate teacher increase worry through woman not inside second hold.,Electronics,Involve,"Smith,",419.04,1460.05,31.42,81.0,33.6,59.6,False,False,51,439,31,2026-04-30T04:36:50.726872
SKU-00876,Decentralized tangible installation,Tell author debate free worker cost end he.,Electronics,Bad,"Hernandez,",80.48,102.78,47.47,87.2,16.7,2.1,False,False,182,734,19,2026-04-30T04:36:50.726872
SKU-00877,Reverse-engineered clear-thinking artificial intelligence,Political involve nothing suffer throughout newspaper service theory often.,Food & Beverage,On,Fox-Duncan,202.17,461.09,17.65,37.5,40.0,15.0,False,False,146,277,4,2026-04-30T04:36:50.726872
SKU-00878,Profit-focused responsive portal,Science be interesting difference girl manager anything remember home themselves writer Congress girl.,Furniture,Order,"Miller,",346.24,778.26,44.23,92.4,48.8,59.3,False,False,98,340,39,2026-04-30T04:36:50.726872
SKU-00879,Decentralized client-driven matrices,If true she book hospital win send bed stay television during.,Automotive,Rest,"Smith,",247.56,566.48,4.06,49.6,24.8,4.0,False,False,195,477,29,2026-04-30T04:36:50.726872
SKU-00880,Face-to-face human-resource ability,Small community activity country individual deal say make health per eye short minute.,Sporting Goods,Such,Smith,168.6,338.83,24.62,16.6,36.9,22.6,False,False,103,890,26,2026-04-30T04:36:50.726872
SKU-00881,Advanced tertiary alliance,Talk city data design camera short company know ten would.,Industrial,Design,"Leon,",94.44,170.95,37.55,62.9,73.7,40.0,False,False,14,787,3,2026-04-30T04:36:50.726872
SKU-00882,Mandatory incremental artificial intelligence,News real character whole strong music rather investment.,Sporting Goods,Thank,"Padilla,",61.91,193.69,17.37,43.1,64.3,15.9,False,False,71,68,44,2026-04-30T04:36:50.726872
SKU-00883,Open-source client-driven protocol,No customer power professor ask bill pretty clear.,Automotive,Sound,Owens,91.23,215.67,27.9,17.5,63.7,50.7,False,False,133,739,10,2026-04-30T04:36:50.726872
SKU-00884,Assimilated demand-driven productivity,Interest hotel hot result pattern lose medical practice citizen weight for middle from.,Hardware,Data,Rowland,7.16,11.26,33.27,20.9,33.1,49.4,False,True,24,400,19,2026-04-30T04:36:50.726872
SKU-00885,Seamless actuating structure,Property over write air different guess generation read program.,Electronics,Box,"Harris,",266.05,636.23,37.24,9.2,47.3,55.3,False,False,136,461,41,2026-04-30T04:36:50.726872
SKU-00886,De-engineered system-worthy knowledge user,Increase store old garden spend stock rule approach idea lawyer article smile.,Sporting Goods,Car,"Hodge,",207.02,496.33,6.84,48.4,34.4,2.8,False,False,73,588,15,2026-04-30T04:36:50.726872
SKU-00887,Secured explicit utilization,Page matter civil rich what draw me college about require foreign everybody level market environmental.,Electronics,Behind,Ross,347.94,456.45,29.06,38.5,28.5,37.7,False,False,14,553,45,2026-04-30T04:36:50.726872
SKU-00888,Open-source heuristic intranet,Stuff case total coach card water seem board nothing foreign especially upon project.,Industrial,Agent,Hart,438.19,652.6,49.58,70.1,53.3,20.2,False,False,49,574,40,2026-04-30T04:36:50.726872
SKU-00889,Fundamental optimal time-frame,Couple system sport science floor lose speak important house return down.,Food & Beverage,Occur,"Richard,",224.19,461.44,26.14,96.8,16.8,21.5,False,False,113,107,1,2026-04-30T04:36:50.726872
SKU-00890,Vision-oriented user-facing alliance,Surface recently organization result seat middle center decade recent win six half very option could southern.,Food & Beverage,Wind,Riley,75.92,101.28,11.3,114.7,7.9,24.2,False,False,36,238,24,2026-04-30T04:36:50.726872
SKU-00891,Cross-group coherent productivity,Air him no force discover alone most movement yet just a cause total total.,Office Supplies,With,"Joseph,",36.85,89.07,36.86,100.0,12.7,32.0,False,False,139,953,1,2026-04-30T04:36:50.726872
SKU-00892,Cloned cohesive access,Pay how live without kitchen want current kitchen far economic difference time gun low least.,Automotive,Blood,"Fuller,",152.56,328.88,2.27,67.4,13.6,12.4,False,False,151,350,18,2026-04-30T04:36:50.726872
