shift_id,employee_id,warehouse_id,shift_date,shift_type,zone_assigned,start_time,end_time,hours_worked,picks_completed,units_processed,_ingested_at
SHIFT-000022923,EMP-00069,WH-EAS-06,2025-09-15,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.5,242,605,2026-04-30T04:36:50.726872
SHIFT-000022924,EMP-00055,WH-CEN-10,2025-07-15,MORNING,ZONE-D,06:00:00,14:00:00,8.3,131,315,2026-04-30T04:36:50.726872
SHIFT-000022925,EMP-00159,WH-EAS-06,2026-01-21,MORNING,RECEIVING,06:00:00,15:00:00,9.6,348,575,2026-04-30T04:36:50.726872
SHIFT-000022926,EMP-00010,WH-EAS-06,2025-12-15,MORNING,ZONE-C,06:00:00,13:00:00,7.8,159,1161,2026-04-30T04:36:50.726872
SHIFT-000022927,EMP-00147,WH-EAS-06,2025-10-12,MORNING,ZONE-C,06:00:00,13:00:00,7.8,363,665,2026-04-30T04:36:50.726872
SHIFT-000022928,EMP-00142,WH-CEN-10,2026-02-07,NIGHT,ZONE-C,22:00:00,05:00:00,7.8,154,1170,2026-04-30T04:36:50.726872
SHIFT-000022929,EMP-00144,WH-CEN-10,2026-01-23,MORNING,SHIPPING,06:00:00,14:00:00,8.0,206,532,2026-04-30T04:36:50.726872
SHIFT-000022930,EMP-00177,WH-EAS-03,2026-01-15,NIGHT,ZONE-B,22:00:00,06:00:00,8.9,189,850,2026-04-30T04:36:50.726872
SHIFT-000022931,EMP-00159,WH-CEN-08,2026-03-16,MORNING,ZONE-E,06:00:00,13:00:00,7.9,354,331,2026-04-30T04:36:50.726872
SHIFT-000022932,EMP-00119,WH-CEN-10,2026-03-05,MORNING,RECEIVING,06:00:00,13:00:00,7.6,166,307,2026-04-30T04:36:50.726872
SHIFT-000022933,EMP-00034,WH-EAS-03,2025-12-09,MORNING,ZONE-B,06:00:00,15:00:00,9.3,386,509,2026-04-30T04:36:50.726872
SHIFT-000022934,EMP-00150,WH-EAS-02,2025-06-14,MORNING,ZONE-A,06:00:00,15:00:00,9.8,203,268,2026-04-30T04:36:50.726872
SHIFT-000022935,EMP-00088,WH-WES-07,2025-10-11,NIGHT,RECEIVING,22:00:00,07:00:00,9.6,372,1216,2026-04-30T04:36:50.726872
SHIFT-000022936,EMP-00017,WH-SOU-09,2025-07-19,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.9,203,824,2026-04-30T04:36:50.726872
SHIFT-000022937,EMP-00069,WH-EAS-06,2026-03-27,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.9,103,455,2026-04-30T04:36:50.726872
SHIFT-000022938,EMP-00098,WH-EAS-03,2026-02-15,MORNING,ZONE-B,06:00:00,15:00:00,9.7,129,1256,2026-04-30T04:36:50.726872
SHIFT-000022939,EMP-00197,WH-CEN-10,2026-03-24,MORNING,ZONE-C,06:00:00,13:00:00,7.9,155,934,2026-04-30T04:36:50.726872
SHIFT-000022940,EMP-00183,WH-NOR-04,2026-01-26,NIGHT,RECEIVING,22:00:00,07:00:00,9.6,68,1500,2026-04-30T04:36:50.726872
SHIFT-000022941,EMP-00092,WH-NOR-05,2025-05-07,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.8,116,1182,2026-04-30T04:36:50.726872
SHIFT-000022942,EMP-00087,WH-NOR-04,2025-10-13,AFTERNOON,ZONE-E,14:00:00,21:00:00,7.7,312,1129,2026-04-30T04:36:50.726872
SHIFT-000022943,EMP-00017,WH-CEN-08,2026-02-11,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.4,385,1307,2026-04-30T04:36:50.726872
SHIFT-000022944,EMP-00176,WH-EAS-02,2025-12-30,NIGHT,SHIPPING,22:00:00,05:00:00,7.6,345,953,2026-04-30T04:36:50.726872
SHIFT-000022945,EMP-00185,WH-WES-07,2025-08-12,MORNING,ZONE-C,06:00:00,15:00:00,9.2,180,779,2026-04-30T04:36:50.726872
SHIFT-000022946,EMP-00200,WH-CEN-10,2025-06-16,NIGHT,ZONE-A,22:00:00,07:00:00,9.5,359,424,2026-04-30T04:36:50.726872
SHIFT-000022947,EMP-00162,WH-EAS-02,2025-07-21,AFTERNOON,ZONE-D,14:00:00,21:00:00,7.9,53,858,2026-04-30T04:36:50.726872
SHIFT-000022948,EMP-00053,WH-NOR-04,2025-12-26,MORNING,SHIPPING,06:00:00,16:00:00,10.0,50,749,2026-04-30T04:36:50.726872
SHIFT-000022949,EMP-00121,WH-EAS-02,2026-02-13,NIGHT,ZONE-D,22:00:00,05:00:00,7.9,373,243,2026-04-30T04:36:50.726872
SHIFT-000022950,EMP-00080,WH-WES-07,2025-08-26,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.9,236,359,2026-04-30T04:36:50.726872
SHIFT-000022951,EMP-00198,WH-CEN-10,2025-08-08,NIGHT,ZONE-D,22:00:00,06:00:00,8.2,158,259,2026-04-30T04:36:50.726872
SHIFT-000022952,EMP-00093,WH-EAS-06,2026-04-03,MORNING,ZONE-A,06:00:00,14:00:00,8.9,130,1144,2026-04-30T04:36:50.726872
SHIFT-000022953,EMP-00044,WH-NOR-04,2026-01-25,NIGHT,ZONE-B,22:00:00,07:00:00,9.3,97,692,2026-04-30T04:36:50.726872
SHIFT-000022954,EMP-00147,WH-EAS-02,2025-05-08,NIGHT,ZONE-A,22:00:00,06:00:00,8.6,380,138,2026-04-30T04:36:50.726872
SHIFT-000022955,EMP-00061,WH-CEN-08,2026-02-27,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.7,400,1198,2026-04-30T04:36:50.726872
SHIFT-000022956,EMP-00064,WH-EAS-03,2025-08-27,AFTERNOON,ZONE-D,14:00:00,21:00:00,7.8,234,927,2026-04-30T04:36:50.726872
SHIFT-000022957,EMP-00095,WH-EAS-06,2025-12-17,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.1,148,1472,2026-04-30T04:36:50.726872
SHIFT-000022958,EMP-00086,WH-NOR-04,2025-06-29,MORNING,SHIPPING,06:00:00,15:00:00,9.8,236,1399,2026-04-30T04:36:50.726872
SHIFT-000022959,EMP-00112,WH-NOR-04,2026-04-17,NIGHT,ZONE-A,22:00:00,07:00:00,9.2,387,394,2026-04-30T04:36:50.726872
SHIFT-000022960,EMP-00171,WH-EAS-02,2026-03-17,MORNING,ZONE-D,06:00:00,15:00:00,9.8,125,1394,2026-04-30T04:36:50.726872
SHIFT-000022961,EMP-00054,WH-SOU-09,2025-05-22,NIGHT,ZONE-B,22:00:00,05:00:00,7.5,346,915,2026-04-30T04:36:50.726872
SHIFT-000022962,EMP-00138,WH-CEN-10,2025-06-05,NIGHT,ZONE-D,22:00:00,06:00:00,8.5,353,1189,2026-04-30T04:36:50.726872
SHIFT-000022963,EMP-00174,WH-NOR-04,2026-02-14,NIGHT,ZONE-D,22:00:00,06:00:00,8.4,113,341,2026-04-30T04:36:50.726872
SHIFT-000022964,EMP-00102,WH-EAS-03,2025-11-23,NIGHT,ZONE-E,22:00:00,07:00:00,9.9,247,1120,2026-04-30T04:36:50.726872
SHIFT-000022965,EMP-00167,WH-EAS-01,2025-12-02,NIGHT,SHIPPING,22:00:00,05:00:00,7.8,183,1182,2026-04-30T04:36:50.726872
SHIFT-000022966,EMP-00131,WH-EAS-02,2025-09-23,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.2,159,710,2026-04-30T04:36:50.726872
SHIFT-000022967,EMP-00161,WH-EAS-02,2026-03-28,MORNING,SHIPPING,06:00:00,15:00:00,9.2,65,796,2026-04-30T04:36:50.726872
SHIFT-000022968,EMP-00045,WH-CEN-10,2025-05-07,MORNING,RECEIVING,06:00:00,15:00:00,9.1,330,782,2026-04-30T04:36:50.726872
SHIFT-000022969,EMP-00164,WH-CEN-08,2026-03-19,AFTERNOON,ZONE-D,14:00:00,21:00:00,7.6,130,1465,2026-04-30T04:36:50.726872
SHIFT-000022970,EMP-00159,WH-SOU-09,2025-07-09,NIGHT,ZONE-E,22:00:00,07:00:00,9.2,382,1188,2026-04-30T04:36:50.726872
SHIFT-000022971,EMP-00030,WH-CEN-10,2025-10-29,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.8,124,750,2026-04-30T04:36:50.726872
SHIFT-000022972,EMP-00151,WH-EAS-02,2026-01-27,MORNING,RECEIVING,06:00:00,14:00:00,8.0,126,877,2026-04-30T04:36:50.726872
SHIFT-000022973,EMP-00017,WH-EAS-01,2026-02-17,MORNING,ZONE-B,06:00:00,14:00:00,8.5,127,298,2026-04-30T04:36:50.726872
SHIFT-000022974,EMP-00187,WH-CEN-08,2025-11-25,NIGHT,RECEIVING,22:00:00,06:00:00,8.7,382,306,2026-04-30T04:36:50.726872
SHIFT-000022975,EMP-00100,WH-WES-07,2025-08-08,MORNING,SHIPPING,06:00:00,15:00:00,9.6,104,843,2026-04-30T04:36:50.726872
SHIFT-000022976,EMP-00028,WH-WES-07,2026-03-16,NIGHT,SHIPPING,22:00:00,05:00:00,7.6,239,885,2026-04-30T04:36:50.726872
SHIFT-000022977,EMP-00176,WH-CEN-08,2025-12-15,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.7,343,1407,2026-04-30T04:36:50.726872
SHIFT-000022978,EMP-00179,WH-EAS-02,2025-06-22,AFTERNOON,ZONE-D,14:00:00,21:00:00,7.6,125,933,2026-04-30T04:36:50.726872
SHIFT-000022979,EMP-00056,WH-SOU-09,2025-07-05,AFTERNOON,ZONE-E,14:00:00,21:00:00,7.5,263,1060,2026-04-30T04:36:50.726872
SHIFT-000022980,EMP-00098,WH-EAS-02,2026-03-15,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.7,109,382,2026-04-30T04:36:50.726872
SHIFT-000022981,EMP-00001,WH-EAS-03,2025-09-05,MORNING,ZONE-A,06:00:00,13:00:00,7.7,394,675,2026-04-30T04:36:50.726872
SHIFT-000022982,EMP-00152,WH-EAS-02,2026-04-14,NIGHT,ZONE-C,22:00:00,06:00:00,8.9,57,930,2026-04-30T04:36:50.726872
SHIFT-000022983,EMP-00174,WH-EAS-03,2025-11-08,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.6,79,843,2026-04-30T04:36:50.726872
SHIFT-000022984,EMP-00108,WH-EAS-02,2025-05-27,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.5,188,1126,2026-04-30T04:36:50.726872
SHIFT-000022985,EMP-00184,WH-EAS-01,2025-08-28,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.5,273,1083,2026-04-30T04:36:50.726872
SHIFT-000022986,EMP-00098,WH-CEN-08,2025-12-17,MORNING,ZONE-A,06:00:00,13:00:00,7.6,258,934,2026-04-30T04:36:50.726872
SHIFT-000022987,EMP-00095,WH-NOR-05,2026-01-17,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.0,327,1356,2026-04-30T04:36:50.726872
SHIFT-000022988,EMP-00191,WH-EAS-02,2025-09-01,NIGHT,ZONE-A,22:00:00,07:00:00,9.6,388,178,2026-04-30T04:36:50.726872
SHIFT-000022989,EMP-00005,WH-EAS-02,2025-05-05,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.2,186,297,2026-04-30T04:36:50.726872
SHIFT-000022990,EMP-00192,WH-EAS-01,2025-09-11,NIGHT,ZONE-B,22:00:00,06:00:00,8.8,185,1044,2026-04-30T04:36:50.726872
SHIFT-000022991,EMP-00152,WH-EAS-02,2025-11-19,NIGHT,ZONE-C,22:00:00,05:00:00,7.9,395,941,2026-04-30T04:36:50.726872
SHIFT-000022992,EMP-00111,WH-CEN-08,2025-10-05,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.0,132,735,2026-04-30T04:36:50.726872
SHIFT-000022993,EMP-00077,WH-EAS-03,2025-10-03,NIGHT,SHIPPING,22:00:00,07:00:00,9.9,300,464,2026-04-30T04:36:50.726872
SHIFT-000022994,EMP-00080,WH-EAS-02,2026-03-30,MORNING,ZONE-B,06:00:00,14:00:00,8.7,326,204,2026-04-30T04:36:50.726872
SHIFT-000022995,EMP-00050,WH-EAS-02,2025-09-08,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.6,205,916,2026-04-30T04:36:50.726872
SHIFT-000022996,EMP-00089,WH-EAS-06,2026-04-04,NIGHT,SHIPPING,22:00:00,07:00:00,9.2,117,660,2026-04-30T04:36:50.726872
SHIFT-000022997,EMP-00136,WH-CEN-10,2025-06-20,NIGHT,ZONE-D,22:00:00,07:00:00,9.8,206,496,2026-04-30T04:36:50.726872
SHIFT-000022998,EMP-00139,WH-SOU-09,2026-01-04,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.3,362,1442,2026-04-30T04:36:50.726872
SHIFT-000022999,EMP-00178,WH-CEN-10,2025-12-13,NIGHT,RECEIVING,22:00:00,05:00:00,7.9,319,399,2026-04-30T04:36:50.726872
SHIFT-000023000,EMP-00037,WH-WES-07,2025-11-03,NIGHT,RECEIVING,22:00:00,06:00:00,8.5,375,630,2026-04-30T04:36:50.726872
SHIFT-000023001,EMP-00035,WH-WES-07,2025-10-02,MORNING,ZONE-A,06:00:00,14:00:00,8.4,383,1171,2026-04-30T04:36:50.726872
SHIFT-000023002,EMP-00043,WH-EAS-03,2025-12-06,MORNING,ZONE-C,06:00:00,15:00:00,9.3,55,211,2026-04-30T04:36:50.726872
SHIFT-000023003,EMP-00027,WH-NOR-04,2026-01-23,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.8,57,704,2026-04-30T04:36:50.726872
SHIFT-000023004,EMP-00167,WH-EAS-03,2025-10-10,MORNING,ZONE-A,06:00:00,15:00:00,9.1,72,710,2026-04-30T04:36:50.726872
SHIFT-000023005,EMP-00012,WH-EAS-03,2025-09-13,NIGHT,ZONE-E,22:00:00,07:00:00,9.5,242,1085,2026-04-30T04:36:50.726872
SHIFT-000023006,EMP-00020,WH-CEN-10,2025-09-08,MORNING,RECEIVING,06:00:00,13:00:00,7.8,181,1058,2026-04-30T04:36:50.726872
SHIFT-000023007,EMP-00079,WH-CEN-08,2025-12-25,NIGHT,ZONE-C,22:00:00,06:00:00,8.9,364,231,2026-04-30T04:36:50.726872
SHIFT-000023008,EMP-00019,WH-NOR-05,2026-04-22,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.1,230,932,2026-04-30T04:36:50.726872
SHIFT-000023009,EMP-00002,WH-CEN-08,2025-08-02,NIGHT,SHIPPING,22:00:00,07:00:00,9.6,274,1073,2026-04-30T04:36:50.726872
SHIFT-000023010,EMP-00185,WH-EAS-03,2025-12-10,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.4,245,1074,2026-04-30T04:36:50.726872
SHIFT-000023011,EMP-00114,WH-SOU-09,2026-02-20,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.8,96,332,2026-04-30T04:36:50.726872
SHIFT-000023012,EMP-00029,WH-NOR-05,2026-04-27,MORNING,ZONE-A,06:00:00,13:00:00,7.8,248,456,2026-04-30T04:36:50.726872
SHIFT-000023013,EMP-00025,WH-CEN-08,2025-10-05,MORNING,ZONE-D,06:00:00,13:00:00,7.8,284,512,2026-04-30T04:36:50.726872
SHIFT-000023014,EMP-00106,WH-NOR-05,2025-06-25,NIGHT,RECEIVING,22:00:00,07:00:00,9.7,378,1386,2026-04-30T04:36:50.726872
SHIFT-000023015,EMP-00117,WH-SOU-09,2025-09-24,NIGHT,ZONE-D,22:00:00,05:00:00,7.5,63,1022,2026-04-30T04:36:50.726872
SHIFT-000023016,EMP-00108,WH-EAS-02,2026-01-29,NIGHT,ZONE-C,22:00:00,07:00:00,9.1,260,1241,2026-04-30T04:36:50.726872
SHIFT-000023017,EMP-00023,WH-SOU-09,2025-05-13,MORNING,RECEIVING,06:00:00,15:00:00,9.7,208,173,2026-04-30T04:36:50.726872
SHIFT-000023018,EMP-00051,WH-EAS-02,2025-08-08,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.4,97,1421,2026-04-30T04:36:50.726872
SHIFT-000023019,EMP-00103,WH-EAS-02,2025-10-30,MORNING,SHIPPING,06:00:00,15:00:00,9.9,236,1402,2026-04-30T04:36:50.726872
SHIFT-000023020,EMP-00112,WH-CEN-10,2025-11-07,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.4,243,680,2026-04-30T04:36:50.726872
SHIFT-000023021,EMP-00099,WH-EAS-01,2025-09-21,NIGHT,ZONE-B,22:00:00,07:00:00,9.6,372,1328,2026-04-30T04:36:50.726872
SHIFT-000023022,EMP-00145,WH-EAS-02,2025-06-27,MORNING,ZONE-C,06:00:00,14:00:00,8.2,325,875,2026-04-30T04:36:50.726872
SHIFT-000023023,EMP-00116,WH-SOU-09,2026-02-28,NIGHT,ZONE-B,22:00:00,07:00:00,9.4,378,1051,2026-04-30T04:36:50.726872
SHIFT-000023024,EMP-00148,WH-CEN-10,2025-10-18,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.3,127,487,2026-04-30T04:36:50.726872
SHIFT-000023025,EMP-00161,WH-NOR-04,2026-03-03,NIGHT,ZONE-B,22:00:00,06:00:00,8.2,231,334,2026-04-30T04:36:50.726872
SHIFT-000023026,EMP-00120,WH-CEN-10,2025-07-30,NIGHT,SHIPPING,22:00:00,07:00:00,9.5,74,1477,2026-04-30T04:36:50.726872
SHIFT-000023027,EMP-00154,WH-CEN-08,2026-03-28,MORNING,ZONE-B,06:00:00,15:00:00,9.2,392,299,2026-04-30T04:36:50.726872
SHIFT-000023028,EMP-00110,WH-EAS-06,2025-11-03,MORNING,ZONE-A,06:00:00,14:00:00,8.2,373,1395,2026-04-30T04:36:50.726872
SHIFT-000023029,EMP-00106,WH-CEN-10,2025-07-28,NIGHT,ZONE-A,22:00:00,06:00:00,8.1,255,842,2026-04-30T04:36:50.726872
SHIFT-000023030,EMP-00090,WH-NOR-04,2025-09-03,NIGHT,ZONE-C,22:00:00,05:00:00,7.7,81,953,2026-04-30T04:36:50.726872
SHIFT-000023031,EMP-00024,WH-CEN-08,2026-03-11,NIGHT,ZONE-D,22:00:00,07:00:00,9.3,341,356,2026-04-30T04:36:50.726872
SHIFT-000023032,EMP-00097,WH-EAS-06,2025-09-21,NIGHT,ZONE-E,22:00:00,07:00:00,9.0,58,818,2026-04-30T04:36:50.726872
SHIFT-000023033,EMP-00133,WH-EAS-06,2025-12-30,AFTERNOON,SHIPPING,14:00:00,21:00:00,7.6,196,961,2026-04-30T04:36:50.726872
SHIFT-000023034,EMP-00133,WH-EAS-01,2026-02-21,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.9,236,470,2026-04-30T04:36:50.726872
SHIFT-000023035,EMP-00021,WH-NOR-05,2025-09-19,MORNING,ZONE-A,06:00:00,15:00:00,9.4,164,309,2026-04-30T04:36:50.726872
SHIFT-000023036,EMP-00112,WH-CEN-08,2026-03-30,NIGHT,ZONE-D,22:00:00,05:00:00,7.9,259,435,2026-04-30T04:36:50.726872
SHIFT-000023037,EMP-00159,WH-EAS-01,2025-08-01,NIGHT,RECEIVING,22:00:00,06:00:00,8.2,197,1006,2026-04-30T04:36:50.726872
SHIFT-000023038,EMP-00150,WH-NOR-05,2025-06-22,NIGHT,ZONE-A,22:00:00,05:00:00,7.6,183,1497,2026-04-30T04:36:50.726872
SHIFT-000023039,EMP-00100,WH-EAS-02,2025-07-14,MORNING,ZONE-D,06:00:00,15:00:00,9.0,291,246,2026-04-30T04:36:50.726872
SHIFT-000023040,EMP-00003,WH-EAS-03,2026-01-16,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.7,375,1085,2026-04-30T04:36:50.726872
SHIFT-000023041,EMP-00012,WH-EAS-02,2025-06-08,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,225,1318,2026-04-30T04:36:50.726872
SHIFT-000023042,EMP-00163,WH-EAS-06,2026-03-09,NIGHT,ZONE-B,22:00:00,06:00:00,8.5,70,610,2026-04-30T04:36:50.726872
SHIFT-000023043,EMP-00087,WH-CEN-10,2025-12-16,NIGHT,SHIPPING,22:00:00,06:00:00,8.0,164,144,2026-04-30T04:36:50.726872
SHIFT-000023044,EMP-00165,WH-SOU-09,2026-04-20,MORNING,ZONE-D,06:00:00,15:00:00,9.0,73,597,2026-04-30T04:36:50.726872
SHIFT-000023045,EMP-00003,WH-EAS-03,2025-12-03,MORNING,ZONE-B,06:00:00,14:00:00,8.9,112,1103,2026-04-30T04:36:50.726872
SHIFT-000023046,EMP-00047,WH-WES-07,2025-05-07,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.8,330,324,2026-04-30T04:36:50.726872
SHIFT-000023047,EMP-00085,WH-SOU-09,2026-03-12,NIGHT,ZONE-B,22:00:00,06:00:00,8.5,220,1089,2026-04-30T04:36:50.726872
SHIFT-000023048,EMP-00104,WH-SOU-09,2025-09-14,MORNING,ZONE-A,06:00:00,14:00:00,8.9,208,1496,2026-04-30T04:36:50.726872
SHIFT-000023049,EMP-00098,WH-EAS-01,2025-05-28,MORNING,SHIPPING,06:00:00,15:00:00,9.2,165,1494,2026-04-30T04:36:50.726872
SHIFT-000023050,EMP-00043,WH-CEN-10,2025-08-04,NIGHT,ZONE-D,22:00:00,05:00:00,7.7,59,1424,2026-04-30T04:36:50.726872
SHIFT-000023051,EMP-00195,WH-NOR-04,2025-05-18,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.0,106,1079,2026-04-30T04:36:50.726872
SHIFT-000023052,EMP-00033,WH-EAS-06,2026-02-04,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.3,90,1433,2026-04-30T04:36:50.726872
SHIFT-000023053,EMP-00127,WH-EAS-01,2026-02-06,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.0,333,122,2026-04-30T04:36:50.726872
SHIFT-000023054,EMP-00092,WH-SOU-09,2026-03-12,MORNING,SHIPPING,06:00:00,15:00:00,9.5,348,932,2026-04-30T04:36:50.726872
SHIFT-000023055,EMP-00060,WH-EAS-02,2025-10-16,NIGHT,ZONE-A,22:00:00,06:00:00,8.1,216,1314,2026-04-30T04:36:50.726872
SHIFT-000023056,EMP-00052,WH-EAS-06,2025-05-01,MORNING,SHIPPING,06:00:00,15:00:00,9.8,398,551,2026-04-30T04:36:50.726872
SHIFT-000023057,EMP-00038,WH-CEN-10,2025-12-19,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.3,191,1405,2026-04-30T04:36:50.726872
SHIFT-000023058,EMP-00142,WH-CEN-10,2025-07-06,MORNING,ZONE-A,06:00:00,14:00:00,8.0,142,798,2026-04-30T04:36:50.726872
SHIFT-000023059,EMP-00053,WH-CEN-10,2025-09-27,MORNING,SHIPPING,06:00:00,14:00:00,8.5,298,529,2026-04-30T04:36:50.726872
SHIFT-000023060,EMP-00026,WH-EAS-01,2025-06-15,NIGHT,ZONE-E,22:00:00,07:00:00,9.4,202,595,2026-04-30T04:36:50.726872
SHIFT-000023061,EMP-00089,WH-NOR-04,2025-11-21,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.0,119,1269,2026-04-30T04:36:50.726872
SHIFT-000023062,EMP-00130,WH-WES-07,2026-01-28,MORNING,ZONE-E,06:00:00,15:00:00,9.4,152,858,2026-04-30T04:36:50.726872
SHIFT-000023063,EMP-00136,WH-SOU-09,2025-10-10,MORNING,ZONE-D,06:00:00,14:00:00,8.5,62,1369,2026-04-30T04:36:50.726872
SHIFT-000023064,EMP-00064,WH-EAS-02,2025-07-18,NIGHT,RECEIVING,22:00:00,06:00:00,8.5,322,1201,2026-04-30T04:36:50.726872
SHIFT-000023065,EMP-00043,WH-WES-07,2026-04-19,NIGHT,ZONE-C,22:00:00,05:00:00,7.9,135,1397,2026-04-30T04:36:50.726872
SHIFT-000023066,EMP-00084,WH-NOR-05,2025-07-01,NIGHT,ZONE-A,22:00:00,06:00:00,8.9,367,544,2026-04-30T04:36:50.726872
SHIFT-000023067,EMP-00015,WH-EAS-02,2025-06-20,NIGHT,ZONE-D,22:00:00,07:00:00,9.0,93,957,2026-04-30T04:36:50.726872
SHIFT-000023068,EMP-00025,WH-SOU-09,2026-03-06,NIGHT,ZONE-B,22:00:00,07:00:00,9.6,205,1303,2026-04-30T04:36:50.726872
SHIFT-000023069,EMP-00070,WH-EAS-06,2025-07-23,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.1,270,129,2026-04-30T04:36:50.726872
SHIFT-000023070,EMP-00077,WH-EAS-01,2025-10-02,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.0,343,536,2026-04-30T04:36:50.726872
SHIFT-000023071,EMP-00064,WH-EAS-01,2026-01-30,NIGHT,ZONE-E,22:00:00,05:00:00,7.7,71,884,2026-04-30T04:36:50.726872
SHIFT-000023072,EMP-00064,WH-EAS-01,2026-01-22,NIGHT,ZONE-D,22:00:00,05:00:00,7.9,112,216,2026-04-30T04:36:50.726872
SHIFT-000023073,EMP-00034,WH-SOU-09,2026-01-25,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.7,337,1317,2026-04-30T04:36:50.726872
SHIFT-000023074,EMP-00134,WH-CEN-08,2025-12-23,NIGHT,RECEIVING,22:00:00,06:00:00,8.9,258,470,2026-04-30T04:36:50.726872
SHIFT-000023075,EMP-00102,WH-WES-07,2025-11-23,NIGHT,ZONE-E,22:00:00,07:00:00,9.7,91,1499,2026-04-30T04:36:50.726872
SHIFT-000023076,EMP-00192,WH-EAS-03,2025-11-22,MORNING,SHIPPING,06:00:00,16:00:00,10.0,348,935,2026-04-30T04:36:50.726872
SHIFT-000023077,EMP-00077,WH-SOU-09,2025-08-10,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.3,336,1400,2026-04-30T04:36:50.726872
SHIFT-000023078,EMP-00167,WH-CEN-10,2026-03-14,NIGHT,ZONE-B,22:00:00,06:00:00,8.9,57,1119,2026-04-30T04:36:50.726872
SHIFT-000023079,EMP-00156,WH-EAS-06,2026-02-01,MORNING,ZONE-B,06:00:00,16:00:00,10.0,164,1331,2026-04-30T04:36:50.726872
SHIFT-000023080,EMP-00083,WH-SOU-09,2025-09-08,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.5,69,1473,2026-04-30T04:36:50.726872
SHIFT-000023081,EMP-00033,WH-EAS-06,2025-11-30,MORNING,SHIPPING,06:00:00,14:00:00,8.2,213,1305,2026-04-30T04:36:50.726872
SHIFT-000023082,EMP-00083,WH-CEN-08,2025-05-22,NIGHT,ZONE-C,22:00:00,07:00:00,9.9,173,413,2026-04-30T04:36:50.726872
SHIFT-000023083,EMP-00044,WH-EAS-02,2026-04-09,NIGHT,ZONE-A,22:00:00,07:00:00,9.6,62,871,2026-04-30T04:36:50.726872
SHIFT-000023084,EMP-00135,WH-SOU-09,2025-11-26,MORNING,ZONE-A,06:00:00,15:00:00,9.5,133,1475,2026-04-30T04:36:50.726872
SHIFT-000023085,EMP-00019,WH-WES-07,2025-11-27,MORNING,RECEIVING,06:00:00,15:00:00,9.0,392,542,2026-04-30T04:36:50.726872
SHIFT-000023086,EMP-00166,WH-WES-07,2025-09-03,NIGHT,ZONE-E,22:00:00,06:00:00,8.2,237,1326,2026-04-30T04:36:50.726872
SHIFT-000023087,EMP-00167,WH-SOU-09,2026-04-11,NIGHT,ZONE-C,22:00:00,07:00:00,9.7,247,1500,2026-04-30T04:36:50.726872
SHIFT-000023088,EMP-00034,WH-EAS-06,2025-07-16,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.0,79,1158,2026-04-30T04:36:50.726872
SHIFT-000023089,EMP-00056,WH-WES-07,2025-09-05,NIGHT,ZONE-D,22:00:00,06:00:00,8.6,219,949,2026-04-30T04:36:50.726872
SHIFT-000023090,EMP-00142,WH-CEN-08,2025-06-24,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.6,69,1364,2026-04-30T04:36:50.726872
