shipment_id,order_id,carrier_id,tracking_number,ship_date,estimated_delivery,actual_delivery,status,weight_lbs,shipping_cost,is_on_time,num_packages,origin_warehouse_id,_ingested_at
SHIP-00024563,ORD-00040865,CAR-001,1Z924551809482332,2024-10-05,2024-10-09,2024-10-10,DELIVERED,105.1,106.54,False,2,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024564,ORD-00040866,CAR-007,1Z125066837751141,2025-12-10,2025-12-16,2025-12-16,DELIVERED,18.4,20.92,True,5,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024565,ORD-00040868,CAR-004,1Z105646014802169,2025-01-08,2025-01-10,,SHIPPED,45.5,24.9,True,8,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024566,ORD-00040870,CAR-002,1Z680451742489431,2024-09-16,2024-09-22,2024-09-22,DELIVERED,106.4,101.1,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024567,ORD-00040871,CAR-010,1Z844092647245470,2025-12-31,2026-01-07,2026-01-07,DELIVERED,119.5,141.47,True,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024568,ORD-00040872,CAR-002,1Z256073835269805,2025-12-02,2025-12-09,2025-12-09,DELIVERED,142.0,67.86,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024569,ORD-00040873,CAR-004,1Z490247834414457,2024-07-07,2024-07-13,2024-07-13,DELIVERED,120.1,84.41,True,4,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024570,ORD-00040874,CAR-001,1Z885722780485413,2024-09-11,2024-09-14,2024-09-14,DELIVERED,122.0,111.93,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024571,ORD-00040877,CAR-006,1Z087916175122267,2024-05-22,2024-05-28,,SHIPPED,147.6,179.87,True,8,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024572,ORD-00040878,CAR-007,1Z374640646851628,2025-12-09,2025-12-11,2025-12-11,DELIVERED,18.8,28.27,True,1,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024573,ORD-00040879,CAR-005,1Z570077986506279,2026-02-06,2026-02-11,2026-02-11,DELIVERED,125.2,132.17,True,1,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024574,ORD-00040880,CAR-010,1Z656160964728749,2025-06-09,2025-06-11,2025-06-11,DELIVERED,6.5,13.98,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024575,ORD-00040883,CAR-010,1Z321898407751703,2025-04-10,2025-04-15,2025-04-18,DELIVERED,119.8,96.56,False,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024576,ORD-00040886,CAR-004,1Z397383819439758,2024-12-31,2025-01-05,,SHIPPED,102.4,68.42,False,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024577,ORD-00040889,CAR-005,1Z555434413385417,2026-04-07,2026-04-14,,SHIPPED,138.4,238.24,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024578,ORD-00040890,CAR-005,1Z473146448052712,2025-10-03,2025-10-05,,SHIPPED,104.4,93.16,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024579,ORD-00040891,CAR-004,1Z564291435666724,2025-06-17,2025-06-21,2025-06-24,DELIVERED,25.3,21.52,False,2,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024580,ORD-00040893,CAR-003,1Z367113138115017,2025-02-28,2025-03-03,,SHIPPED,22.8,52.54,True,1,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024581,ORD-00040896,CAR-007,1Z696083145150396,2024-05-19,2024-05-21,2024-05-21,DELIVERED,5.2,12.4,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024582,ORD-00040900,CAR-002,1Z558390480809819,2025-10-16,2025-10-17,,SHIPPED,17.1,37.79,True,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024583,ORD-00040901,CAR-008,1Z511826839176411,2025-04-13,2025-04-20,2025-04-20,DELIVERED,98.7,120.65,True,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024584,ORD-00040902,CAR-002,1Z270790564375242,2025-05-14,2025-05-16,,SHIPPED,92.9,208.54,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024585,ORD-00040903,CAR-006,1Z575827055656857,2024-06-19,2024-06-21,,SHIPPED,37.4,71.84,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024586,ORD-00040904,CAR-006,1Z599799334920299,2026-04-10,2026-04-14,2026-04-14,DELIVERED,126.9,69.66,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024587,ORD-00040905,CAR-009,1Z035696190098809,2025-12-11,2025-12-16,2025-12-16,DELIVERED,75.4,157.3,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024588,ORD-00040907,CAR-006,1Z074705928199961,2025-08-06,2025-08-07,,SHIPPED,149.1,71.17,False,2,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024589,ORD-00040909,CAR-005,1Z083454852033525,2026-04-02,2026-04-09,2026-04-09,DELIVERED,43.7,64.54,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024590,ORD-00040910,CAR-004,1Z882057611069427,2025-05-03,2025-05-05,2025-05-05,DELIVERED,43.9,37.37,True,4,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024591,ORD-00040912,CAR-005,1Z587572021123976,2025-01-09,2025-01-16,2025-01-16,DELIVERED,54.5,85.38,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024592,ORD-00040913,CAR-007,1Z574893285377766,2024-08-12,2024-08-14,,SHIPPED,36.3,89.65,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024593,ORD-00040917,CAR-004,1Z709989619463908,2025-05-08,2025-05-14,,SHIPPED,140.4,245.04,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024594,ORD-00040919,CAR-002,1Z539256039847202,2025-04-23,2025-04-26,2025-04-26,DELIVERED,106.1,92.02,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024595,ORD-00040920,CAR-003,1Z110170320573286,2025-02-07,2025-02-08,2025-02-08,DELIVERED,67.9,129.28,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024596,ORD-00040921,CAR-005,1Z311889408358061,2025-04-09,2025-04-13,,SHIPPED,117.1,237.03,True,8,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024597,ORD-00040923,CAR-008,1Z539710555722227,2025-04-19,2025-04-22,2025-04-22,DELIVERED,130.3,165.99,True,10,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024598,ORD-00040924,CAR-008,1Z723936698072016,2026-03-21,2026-03-27,2026-04-01,DELIVERED,34.9,30.04,False,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024599,ORD-00040925,CAR-008,1Z201532875864434,2025-10-18,2025-10-24,2025-10-28,DELIVERED,14.4,27.39,False,5,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024600,ORD-00040927,CAR-006,1Z027338750088402,2025-03-11,2025-03-17,,SHIPPED,6.6,10.37,True,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024601,ORD-00040928,CAR-003,1Z089862520201514,2024-12-21,2024-12-25,,SHIPPED,47.3,83.98,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024602,ORD-00040929,CAR-004,1Z445211857272863,2025-04-03,2025-04-10,2025-04-10,DELIVERED,61.8,67.52,True,2,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024603,ORD-00040930,CAR-005,1Z239366071011469,2026-03-24,2026-03-25,2026-03-25,DELIVERED,5.2,3.98,True,2,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024604,ORD-00040931,CAR-001,1Z018527284742458,2026-04-16,2026-04-17,,SHIPPED,48.4,55.24,False,3,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024605,ORD-00040932,CAR-009,1Z534176726416761,2024-08-31,2024-09-07,2024-09-07,DELIVERED,147.1,341.81,True,3,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024606,ORD-00040939,CAR-009,1Z957552677089118,2024-08-13,2024-08-17,2024-08-17,DELIVERED,54.1,83.88,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024607,ORD-00040940,CAR-009,1Z668917482681680,2025-05-28,2025-06-02,,SHIPPED,83.4,73.49,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024608,ORD-00040941,CAR-002,1Z278612633441905,2024-06-05,2024-06-12,,SHIPPED,99.7,246.68,True,5,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024609,ORD-00040943,CAR-003,1Z697869545797207,2025-07-02,2025-07-05,2025-07-05,DELIVERED,75.9,177.43,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024610,ORD-00040944,CAR-003,1Z018317291270281,2024-12-30,2025-01-02,2025-01-02,DELIVERED,141.0,65.36,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024611,ORD-00040945,CAR-002,1Z004622958596822,2025-09-09,2025-09-15,2025-09-15,DELIVERED,124.4,302.58,True,2,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024612,ORD-00040946,CAR-003,1Z667001057192561,2026-01-10,2026-01-12,2026-01-14,DELIVERED,91.8,169.2,False,2,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024613,ORD-00040947,CAR-007,1Z756945092571869,2024-11-26,2024-12-03,,SHIPPED,28.7,56.13,True,3,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024614,ORD-00040949,CAR-009,1Z800364430901529,2025-12-15,2025-12-16,,SHIPPED,70.7,111.8,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024615,ORD-00040950,CAR-009,1Z468504393720608,2025-07-27,2025-08-02,,SHIPPED,132.9,79.48,True,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024616,ORD-00040955,CAR-010,1Z799967043302198,2025-06-02,2025-06-03,2025-06-03,DELIVERED,68.1,92.67,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024617,ORD-00040956,CAR-009,1Z569426207247088,2025-10-04,2025-10-08,2025-10-08,DELIVERED,93.1,53.99,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024618,ORD-00040957,CAR-001,1Z654959563429217,2024-08-02,2024-08-03,2024-08-03,DELIVERED,34.7,17.9,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024619,ORD-00040959,CAR-007,1Z627400555519999,2026-01-19,2026-01-21,2026-01-21,DELIVERED,101.3,231.22,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024620,ORD-00040963,CAR-007,1Z733345269378711,2025-12-25,2025-12-27,,SHIPPED,0.8,0.7,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024621,ORD-00040965,CAR-003,1Z876108840363887,2025-12-27,2026-01-02,2026-01-02,DELIVERED,120.1,173.36,True,2,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024622,ORD-00040966,CAR-001,1Z457772474710393,2025-03-18,2025-03-23,2025-03-23,DELIVERED,44.7,35.79,True,6,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024623,ORD-00040969,CAR-006,1Z448739848400876,2025-08-25,2025-08-27,2025-08-27,DELIVERED,76.4,166.63,True,8,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024624,ORD-00040971,CAR-001,1Z958810942780194,2025-05-16,2025-05-22,2025-05-22,DELIVERED,52.8,105.97,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024625,ORD-00040972,CAR-004,1Z492998547232246,2025-10-05,2025-10-07,2025-10-07,DELIVERED,60.5,27.79,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024626,ORD-00040973,CAR-002,1Z438678426885413,2026-02-22,2026-02-25,,SHIPPED,22.9,44.59,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024627,ORD-00040975,CAR-010,1Z952204577661145,2025-11-11,2025-11-13,,SHIPPED,71.7,68.37,False,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024628,ORD-00040976,CAR-003,1Z908556376265180,2024-11-26,2024-11-27,2024-11-27,DELIVERED,38.2,68.49,True,8,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024629,ORD-00040977,CAR-008,1Z175974955763655,2025-07-13,2025-07-16,2025-07-16,DELIVERED,33.7,49.14,True,5,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024630,ORD-00040978,CAR-008,1Z776977600803570,2024-09-18,2024-09-20,,SHIPPED,133.8,327.49,True,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024631,ORD-00040980,CAR-010,1Z733450542515285,2026-02-16,2026-02-20,,SHIPPED,34.9,83.26,True,4,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024632,ORD-00040982,CAR-009,1Z234264565669635,2025-10-23,2025-10-27,,SHIPPED,37.2,52.01,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024633,ORD-00040983,CAR-010,1Z974598137149890,2025-02-23,2025-02-25,2025-02-25,DELIVERED,103.0,220.94,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024634,ORD-00040985,CAR-006,1Z933752420175704,2025-10-06,2025-10-12,2025-10-12,DELIVERED,124.7,178.09,True,5,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024635,ORD-00040988,CAR-002,1Z567757267605727,2025-05-01,2025-05-05,,SHIPPED,124.2,223.55,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024636,ORD-00040990,CAR-009,1Z851285519803663,2024-11-10,2024-11-12,2024-11-12,DELIVERED,4.7,6.72,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024637,ORD-00040991,CAR-006,1Z329989527340354,2024-10-02,2024-10-08,2024-10-11,DELIVERED,2.4,4.37,False,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024638,ORD-00040993,CAR-003,1Z103623429196732,2024-07-21,2024-07-28,2024-07-28,DELIVERED,146.3,260.52,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024639,ORD-00040995,CAR-003,1Z195218460548454,2024-08-08,2024-08-09,,SHIPPED,72.4,172.85,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024640,ORD-00040996,CAR-007,1Z785155971687937,2024-10-08,2024-10-10,,SHIPPED,81.9,158.02,True,7,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024641,ORD-00040997,CAR-001,1Z601303299118988,2025-07-08,2025-07-13,,SHIPPED,32.9,50.12,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024642,ORD-00040998,CAR-006,1Z807010763572106,2025-05-06,2025-05-10,2025-05-10,DELIVERED,33.3,57.12,True,6,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024643,ORD-00041000,CAR-008,1Z962020690064824,2024-11-16,2024-11-20,2024-11-22,DELIVERED,70.9,135.17,False,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024644,ORD-00041003,CAR-001,1Z445661365220906,2026-03-22,2026-03-25,,SHIPPED,16.3,18.63,True,6,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024645,ORD-00041004,CAR-003,1Z085034752350471,2026-03-27,2026-04-01,2026-04-01,DELIVERED,33.4,64.16,True,1,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024646,ORD-00041005,CAR-007,1Z422347565556432,2024-07-01,2024-07-03,2024-07-03,DELIVERED,11.7,26.4,True,3,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024647,ORD-00041006,CAR-007,1Z193477232771153,2026-04-08,2026-04-15,2026-04-15,DELIVERED,23.4,52.02,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024648,ORD-00041007,CAR-005,1Z594320301734626,2024-12-12,2024-12-17,,SHIPPED,125.6,300.61,True,8,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024649,ORD-00041008,CAR-001,1Z397099082742628,2025-10-27,2025-10-28,2025-10-28,DELIVERED,16.3,20.39,True,2,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024650,ORD-00041009,CAR-004,1Z659749332724371,2025-01-02,2025-01-09,2025-01-09,DELIVERED,115.3,92.9,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024651,ORD-00041012,CAR-001,1Z019681321363647,2025-02-27,2025-03-06,,SHIPPED,133.5,259.6,False,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024652,ORD-00041013,CAR-006,1Z775585535604683,2024-09-29,2024-10-02,,SHIPPED,66.3,135.92,True,2,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024653,ORD-00041014,CAR-009,1Z485367744755348,2026-03-28,2026-03-31,,SHIPPED,122.3,217.56,False,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024654,ORD-00041015,CAR-006,1Z722364462165847,2025-09-08,2025-09-14,2025-09-14,DELIVERED,18.9,25.77,True,8,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024655,ORD-00041016,CAR-007,1Z341640057550452,2024-11-07,2024-11-08,,SHIPPED,130.7,109.93,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024656,ORD-00041020,CAR-003,1Z533208443748046,2025-12-04,2025-12-05,2025-12-05,DELIVERED,134.8,283.35,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024657,ORD-00041021,CAR-010,1Z032737738578710,2024-11-21,2024-11-25,2024-11-25,DELIVERED,2.2,5.23,True,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024658,ORD-00041022,CAR-009,1Z987828770097988,2025-04-05,2025-04-06,2025-04-06,DELIVERED,59.0,126.88,True,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024659,ORD-00041023,CAR-001,1Z560561931064862,2025-06-03,2025-06-07,2025-06-07,DELIVERED,88.5,52.59,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024660,ORD-00041024,CAR-008,1Z791512169275402,2025-02-23,2025-02-27,2025-02-27,DELIVERED,82.1,80.15,True,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024661,ORD-00041026,CAR-001,1Z037007820160694,2025-04-19,2025-04-26,2025-04-26,DELIVERED,71.5,139.4,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024662,ORD-00041027,CAR-010,1Z306040970566235,2025-11-04,2025-11-09,2025-11-09,DELIVERED,82.7,100.71,True,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024663,ORD-00041032,CAR-001,1Z041862645548444,2025-06-09,2025-06-10,2025-06-10,DELIVERED,70.0,52.42,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00024664,ORD-00041034,CAR-010,1Z020148430725777,2024-11-03,2024-11-04,,SHIPPED,5.7,13.9,True,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024665,ORD-00041036,CAR-005,1Z901683611362851,2025-04-24,2025-04-25,2025-04-25,DELIVERED,112.6,161.5,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024666,ORD-00041037,CAR-007,1Z720767101550840,2026-01-29,2026-02-04,2026-02-04,DELIVERED,10.7,23.94,True,5,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024667,ORD-00041038,CAR-009,1Z024653826758146,2024-12-01,2024-12-04,,SHIPPED,138.7,280.88,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024668,ORD-00041039,CAR-005,1Z736768937089504,2024-11-11,2024-11-14,2024-11-14,DELIVERED,36.2,27.22,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024669,ORD-00041041,CAR-004,1Z233215339428409,2025-09-27,2025-10-03,2025-10-03,DELIVERED,23.9,26.1,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024670,ORD-00041042,CAR-008,1Z505274772514188,2025-03-29,2025-04-01,,SHIPPED,47.6,29.41,False,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024671,ORD-00041043,CAR-001,1Z747830970941895,2025-05-11,2025-05-16,2025-05-16,DELIVERED,55.2,90.13,True,5,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024672,ORD-00041045,CAR-006,1Z620680673875000,2024-11-11,2024-11-14,,SHIPPED,60.3,116.02,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024673,ORD-00041046,CAR-004,1Z925791637267666,2024-11-16,2024-11-19,2024-11-19,DELIVERED,46.4,49.26,True,3,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024674,ORD-00041047,CAR-002,1Z596982549918787,2025-03-06,2025-03-07,2025-03-07,DELIVERED,133.7,128.08,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024675,ORD-00041049,CAR-002,1Z344704508466701,2025-08-04,2025-08-06,2025-08-06,DELIVERED,48.3,103.24,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024676,ORD-00041052,CAR-007,1Z368011408685267,2025-10-09,2025-10-12,2025-10-12,DELIVERED,145.4,155.73,True,6,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024677,ORD-00041053,CAR-008,1Z116809992836267,2026-01-09,2026-01-15,,SHIPPED,92.8,147.64,True,5,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024678,ORD-00041055,CAR-005,1Z095375841522759,2024-10-16,2024-10-17,2024-10-22,DELIVERED,66.4,58.38,False,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024679,ORD-00041057,CAR-008,1Z474689233505809,2026-04-07,2026-04-09,2026-04-09,DELIVERED,147.8,99.41,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024680,ORD-00041058,CAR-003,1Z381451722980934,2024-08-14,2024-08-19,,SHIPPED,65.2,137.55,True,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024681,ORD-00041059,CAR-005,1Z585456416023277,2026-01-15,2026-01-17,2026-01-17,DELIVERED,19.8,16.86,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024682,ORD-00041060,CAR-004,1Z173248380886018,2024-10-23,2024-10-28,2024-10-28,DELIVERED,110.3,203.12,True,10,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024683,ORD-00041061,CAR-008,1Z797606932226963,2026-04-03,2026-04-05,,SHIPPED,36.0,80.6,True,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024684,ORD-00041062,CAR-005,1Z073673701875906,2025-04-28,2025-05-05,2025-05-05,DELIVERED,55.1,56.81,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024685,ORD-00041063,CAR-002,1Z811781631989594,2025-08-10,2025-08-16,,SHIPPED,71.0,54.23,True,9,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00024686,ORD-00041064,CAR-001,1Z339474812391902,2026-04-02,2026-04-09,2026-04-09,DELIVERED,121.6,235.73,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024687,ORD-00041065,CAR-005,1Z250112568389847,2026-02-22,2026-03-01,2026-03-01,DELIVERED,26.6,58.58,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024688,ORD-00041067,CAR-004,1Z855408157067784,2025-11-23,2025-11-25,,SHIPPED,98.0,207.81,False,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024689,ORD-00041068,CAR-001,1Z592347216540638,2025-05-15,2025-05-17,2025-05-17,DELIVERED,129.4,224.33,True,4,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024690,ORD-00041070,CAR-009,1Z774669960179240,2024-06-29,2024-07-02,2024-07-02,DELIVERED,94.9,142.59,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024691,ORD-00041073,CAR-001,1Z630880367739177,2025-04-21,2025-04-25,,SHIPPED,110.9,176.39,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024692,ORD-00041075,CAR-006,1Z690094460699745,2025-06-06,2025-06-08,2025-06-08,DELIVERED,137.1,189.18,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024693,ORD-00041076,CAR-002,1Z878445572382924,2025-11-13,2025-11-14,,SHIPPED,41.5,47.1,False,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024694,ORD-00041077,CAR-001,1Z350878759052286,2024-12-08,2024-12-11,,SHIPPED,102.5,57.4,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00024695,ORD-00041078,CAR-009,1Z111179003044929,2025-09-25,2025-09-28,2025-09-28,DELIVERED,103.3,91.26,True,5,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00024696,ORD-00041082,CAR-009,1Z421747237960280,2024-10-19,2024-10-20,2024-10-20,DELIVERED,35.3,25.32,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00024697,ORD-00041083,CAR-002,1Z036286493740816,2026-02-19,2026-02-23,,SHIPPED,100.6,65.56,False,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024698,ORD-00041084,CAR-002,1Z558593866100424,2024-07-18,2024-07-19,2024-07-20,DELIVERED,35.3,27.72,False,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024699,ORD-00041085,CAR-002,1Z824952389176789,2025-12-17,2025-12-19,2025-12-19,DELIVERED,117.5,163.37,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00024700,ORD-00041087,CAR-002,1Z781603656542880,2025-03-21,2025-03-27,2025-03-30,DELIVERED,43.0,92.56,False,8,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00024701,ORD-00041088,CAR-002,1Z080850012664947,2024-12-12,2024-12-17,2024-12-17,DELIVERED,46.4,103.93,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024702,ORD-00041090,CAR-004,1Z299565997087906,2025-06-24,2025-06-25,,SHIPPED,32.3,51.03,True,2,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024703,ORD-00041091,CAR-005,1Z315161417741849,2024-06-20,2024-06-23,2024-06-28,DELIVERED,45.3,89.75,False,7,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024704,ORD-00041093,CAR-001,1Z362638743054551,2024-09-19,2024-09-20,,SHIPPED,93.5,60.37,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024705,ORD-00041094,CAR-001,1Z031682461852362,2025-12-11,2025-12-13,2025-12-13,DELIVERED,43.7,25.57,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00024706,ORD-00041096,CAR-004,1Z124286834090691,2025-01-10,2025-01-13,,SHIPPED,19.8,25.5,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00024707,ORD-00041097,CAR-006,1Z206734352239696,2025-04-11,2025-04-15,2025-04-15,DELIVERED,39.1,52.6,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00024708,ORD-00041099,CAR-005,1Z726764502863569,2024-07-26,2024-07-29,2024-07-29,DELIVERED,63.8,148.45,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
