perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00001887,SUP-0063,3,2025,29,26,0.906,0.904,0.0439,49,81.91,2026-04-30T04:36:50.726872
SPERF-00001888,SUP-0063,4,2025,14,12,0.873,0.891,0.0396,35,81.2,2026-04-30T04:36:50.726872
SPERF-00001889,SUP-0063,5,2025,24,19,0.804,0.878,0.0476,53,75.99,2026-04-30T04:36:50.726872
SPERF-00001890,SUP-0063,6,2025,46,32,0.715,0.966,0.0183,58,82.83,2026-04-30T04:36:50.726872
SPERF-00001891,SUP-0064,1,2023,72,51,0.709,0.879,0.0061,10,82.6,2026-04-30T04:36:50.726872
SPERF-00001892,SUP-0064,2,2023,43,33,0.783,0.858,0.0188,47,81.65,2026-04-30T04:36:50.726872
SPERF-00001893,SUP-0064,3,2023,70,50,0.725,0.923,0.0384,16,76.7,2026-04-30T04:36:50.726872
SPERF-00001894,SUP-0064,4,2023,32,25,0.802,0.834,0.0308,35,78.57,2026-04-30T04:36:50.726872
SPERF-00001895,SUP-0064,5,2023,66,55,0.838,0.957,0.0239,6,86.04,2026-04-30T04:36:50.726872
SPERF-00001896,SUP-0064,6,2023,52,46,0.899,0.949,0.0235,41,88.3,2026-04-30T04:36:50.726872
SPERF-00001897,SUP-0064,7,2023,19,14,0.767,0.942,0.007,15,86.9,2026-04-30T04:36:50.726872
SPERF-00001898,SUP-0064,8,2023,51,50,0.981,0.92,0.0141,39,92.91,2026-04-30T04:36:50.726872
SPERF-00001899,SUP-0064,9,2023,9,7,0.796,0.809,0.049,42,72.91,2026-04-30T04:36:50.726872
SPERF-00001900,SUP-0064,10,2023,64,62,0.969,0.853,0.0437,47,82.69,2026-04-30T04:36:50.726872
SPERF-00001901,SUP-0064,11,2023,40,31,0.778,0.948,0.0168,30,85.1,2026-04-30T04:36:50.726872
SPERF-00001902,SUP-0064,12,2023,18,17,0.951,0.885,0.0065,28,92.39,2026-04-30T04:36:50.726872
SPERF-00001903,SUP-0064,1,2024,78,65,0.839,0.952,0.0488,53,79.68,2026-04-30T04:36:50.726872
SPERF-00001904,SUP-0064,2,2024,12,11,0.973,0.962,0.0045,48,96.47,2026-04-30T04:36:50.726872
SPERF-00001905,SUP-0064,3,2024,78,61,0.79,0.833,0.0189,3,81.03,2026-04-30T04:36:50.726872
SPERF-00001906,SUP-0064,4,2024,71,61,0.865,0.974,0.0107,22,91.02,2026-04-30T04:36:50.726872
SPERF-00001907,SUP-0064,5,2024,66,59,0.898,0.956,0.0274,54,87.53,2026-04-30T04:36:50.726872
SPERF-00001908,SUP-0064,6,2024,29,26,0.92,0.932,0.0333,6,86.1,2026-04-30T04:36:50.726872
SPERF-00001909,SUP-0064,7,2024,80,64,0.808,0.952,0.024,41,84.64,2026-04-30T04:36:50.726872
SPERF-00001910,SUP-0064,8,2024,79,66,0.836,0.931,0.0066,18,89.38,2026-04-30T04:36:50.726872
SPERF-00001911,SUP-0064,9,2024,55,46,0.854,0.989,0.0237,19,87.85,2026-04-30T04:36:50.726872
SPERF-00001912,SUP-0064,10,2024,37,30,0.83,0.815,0.0124,7,83.62,2026-04-30T04:36:50.726872
SPERF-00001913,SUP-0064,11,2024,72,50,0.706,0.922,0.0366,59,76.36,2026-04-30T04:36:50.726872
SPERF-00001914,SUP-0064,12,2024,52,40,0.779,0.968,0.019,45,85.29,2026-04-30T04:36:50.726872
SPERF-00001915,SUP-0064,1,2025,77,60,0.791,0.814,0.0292,36,77.83,2026-04-30T04:36:50.726872
SPERF-00001916,SUP-0064,2,2025,42,36,0.878,0.99,0.0236,41,88.87,2026-04-30T04:36:50.726872
SPERF-00001917,SUP-0064,3,2025,55,52,0.95,0.888,0.0353,57,85.25,2026-04-30T04:36:50.726872
SPERF-00001918,SUP-0064,4,2025,76,65,0.865,0.827,0.0482,60,76.5,2026-04-30T04:36:50.726872
SPERF-00001919,SUP-0064,5,2025,28,27,0.979,0.82,0.0227,18,87.19,2026-04-30T04:36:50.726872
SPERF-00001920,SUP-0064,6,2025,43,36,0.841,0.834,0.0206,16,82.68,2026-04-30T04:36:50.726872
SPERF-00001921,SUP-0065,1,2023,54,51,0.954,0.928,0.0324,20,87.54,2026-04-30T04:36:50.726872
SPERF-00001922,SUP-0065,2,2023,30,27,0.923,0.956,0.0499,10,82.91,2026-04-30T04:36:50.726872
SPERF-00001923,SUP-0065,3,2023,54,51,0.961,0.874,0.0024,21,93.43,2026-04-30T04:36:50.726872
SPERF-00001924,SUP-0065,4,2023,13,10,0.801,0.972,0.0437,15,80.14,2026-04-30T04:36:50.726872
SPERF-00001925,SUP-0065,5,2023,75,66,0.893,0.884,0.0075,31,89.78,2026-04-30T04:36:50.726872
SPERF-00001926,SUP-0065,6,2023,16,11,0.719,0.917,0.0282,50,78.8,2026-04-30T04:36:50.726872
SPERF-00001927,SUP-0065,7,2023,78,66,0.847,0.908,0.0046,44,89.51,2026-04-30T04:36:50.726872
SPERF-00001928,SUP-0065,8,2023,13,9,0.732,0.941,0.0461,25,75.69,2026-04-30T04:36:50.726872
SPERF-00001929,SUP-0065,9,2023,57,50,0.878,0.969,0.0023,42,93.46,2026-04-30T04:36:50.726872
SPERF-00001930,SUP-0065,10,2023,70,52,0.745,0.835,0.0089,47,81.8,2026-04-30T04:36:50.726872
SPERF-00001931,SUP-0065,11,2023,28,22,0.82,0.807,0.0317,40,78.12,2026-04-30T04:36:50.726872
SPERF-00001932,SUP-0065,12,2023,35,29,0.854,0.848,0.0059,4,87.36,2026-04-30T04:36:50.726872
SPERF-00001933,SUP-0065,1,2024,30,21,0.718,0.857,0.0126,30,80.56,2026-04-30T04:36:50.726872
SPERF-00001934,SUP-0065,2,2024,42,38,0.923,0.866,0.0257,56,85.81,2026-04-30T04:36:50.726872
SPERF-00001935,SUP-0065,3,2024,14,12,0.925,0.974,0.0061,17,94.56,2026-04-30T04:36:50.726872
SPERF-00001936,SUP-0065,4,2024,33,31,0.949,0.886,0.0101,49,91.44,2026-04-30T04:36:50.726872
SPERF-00001937,SUP-0065,5,2024,35,28,0.82,0.824,0.049,17,74.39,2026-04-30T04:36:50.726872
SPERF-00001938,SUP-0065,6,2024,66,62,0.951,0.839,0.0046,13,91.25,2026-04-30T04:36:50.726872
SPERF-00001939,SUP-0065,7,2024,72,57,0.793,0.984,0.0133,36,87.83,2026-04-30T04:36:50.726872
SPERF-00001940,SUP-0065,8,2024,23,16,0.716,0.933,0.0032,38,85.5,2026-04-30T04:36:50.726872
SPERF-00001941,SUP-0065,9,2024,58,44,0.759,0.975,0.0499,10,77.01,2026-04-30T04:36:50.726872
SPERF-00001942,SUP-0065,10,2024,6,4,0.821,0.806,0.0283,56,78.97,2026-04-30T04:36:50.726872
SPERF-00001943,SUP-0065,11,2024,79,68,0.871,0.977,0.0371,19,84.76,2026-04-30T04:36:50.726872
SPERF-00001944,SUP-0065,12,2024,29,24,0.854,0.876,0.0236,27,83.92,2026-04-30T04:36:50.726872
SPERF-00001945,SUP-0065,1,2025,49,40,0.828,0.803,0.0291,40,78.95,2026-04-30T04:36:50.726872
SPERF-00001946,SUP-0065,2,2025,12,8,0.724,0.826,0.0163,43,78.8,2026-04-30T04:36:50.726872
SPERF-00001947,SUP-0065,3,2025,41,37,0.921,0.939,0.0212,16,89.41,2026-04-30T04:36:50.726872
SPERF-00001948,SUP-0065,4,2025,77,56,0.728,0.818,0.0225,36,77.12,2026-04-30T04:36:50.726872
SPERF-00001949,SUP-0065,5,2025,73,62,0.852,0.951,0.0131,28,89.09,2026-04-30T04:36:50.726872
SPERF-00001950,SUP-0065,6,2025,78,65,0.836,0.887,0.0445,10,78.36,2026-04-30T04:36:50.726872
SPERF-00001951,SUP-0066,1,2023,7,6,0.861,0.833,0.0201,4,83.57,2026-04-30T04:36:50.726872
SPERF-00001952,SUP-0066,2,2023,59,44,0.753,0.823,0.0067,12,82.25,2026-04-30T04:36:50.726872
SPERF-00001953,SUP-0066,3,2023,79,57,0.729,0.901,0.005,5,84.44,2026-04-30T04:36:50.726872
SPERF-00001954,SUP-0066,4,2023,71,58,0.827,0.94,0.0354,23,82.13,2026-04-30T04:36:50.726872
SPERF-00001955,SUP-0066,5,2023,56,49,0.876,0.85,0.0101,14,87.26,2026-04-30T04:36:50.726872
SPERF-00001956,SUP-0066,6,2023,24,19,0.824,0.833,0.0067,59,85.44,2026-04-30T04:36:50.726872
SPERF-00001957,SUP-0066,7,2023,6,5,0.918,0.953,0.0395,33,85.2,2026-04-30T04:36:50.726872
SPERF-00001958,SUP-0066,8,2023,32,25,0.799,0.948,0.0389,5,80.42,2026-04-30T04:36:50.726872
SPERF-00001959,SUP-0066,9,2023,41,32,0.798,0.95,0.0252,6,83.87,2026-04-30T04:36:50.726872
SPERF-00001960,SUP-0066,10,2023,25,23,0.937,0.945,0.03,20,88.06,2026-04-30T04:36:50.726872
SPERF-00001961,SUP-0066,11,2023,16,11,0.747,0.915,0.0368,9,77.7,2026-04-30T04:36:50.726872
SPERF-00001962,SUP-0066,12,2023,35,31,0.899,0.873,0.0328,14,83.31,2026-04-30T04:36:50.726872
SPERF-00001963,SUP-0066,1,2024,24,20,0.837,0.836,0.0396,51,77.84,2026-04-30T04:36:50.726872
SPERF-00001964,SUP-0066,2,2024,12,11,0.937,0.868,0.037,59,83.61,2026-04-30T04:36:50.726872
SPERF-00001965,SUP-0066,3,2024,8,6,0.843,0.885,0.0218,29,84.24,2026-04-30T04:36:50.726872
SPERF-00001966,SUP-0066,4,2024,15,12,0.807,0.878,0.0143,11,84.44,2026-04-30T04:36:50.726872
SPERF-00001967,SUP-0066,5,2024,34,28,0.846,0.889,0.0249,58,83.73,2026-04-30T04:36:50.726872
SPERF-00001968,SUP-0066,6,2024,50,44,0.891,0.811,0.0253,23,82.7,2026-04-30T04:36:50.726872
SPERF-00001969,SUP-0066,7,2024,20,16,0.822,0.816,0.0271,22,79.66,2026-04-30T04:36:50.726872
SPERF-00001970,SUP-0066,8,2024,9,8,0.914,0.891,0.0132,42,89.45,2026-04-30T04:36:50.726872
SPERF-00001971,SUP-0066,9,2024,35,27,0.793,0.843,0.0469,55,74.5,2026-04-30T04:36:50.726872
SPERF-00001972,SUP-0066,10,2024,7,6,0.935,0.987,0.0159,25,92.97,2026-04-30T04:36:50.726872
SPERF-00001973,SUP-0066,11,2024,40,29,0.749,0.838,0.0125,48,81.16,2026-04-30T04:36:50.726872
SPERF-00001974,SUP-0066,12,2024,13,12,0.93,0.848,0.0092,4,89.58,2026-04-30T04:36:50.726872
SPERF-00001975,SUP-0066,1,2025,80,61,0.771,0.936,0.0386,12,78.95,2026-04-30T04:36:50.726872
SPERF-00001976,SUP-0066,2,2025,7,5,0.76,0.903,0.0105,39,84.38,2026-04-30T04:36:50.726872
SPERF-00001977,SUP-0066,3,2025,72,50,0.707,0.801,0.022,3,75.81,2026-04-30T04:36:50.726872
SPERF-00001978,SUP-0066,4,2025,24,23,0.959,0.962,0.0161,45,93.0,2026-04-30T04:36:50.726872
SPERF-00001979,SUP-0066,5,2025,53,47,0.888,0.804,0.0485,30,76.53,2026-04-30T04:36:50.726872
SPERF-00001980,SUP-0066,6,2025,28,27,0.966,0.926,0.0371,47,86.78,2026-04-30T04:36:50.726872
SPERF-00001981,SUP-0067,1,2023,44,36,0.825,0.964,0.047,16,79.99,2026-04-30T04:36:50.726872
SPERF-00001982,SUP-0067,2,2023,25,23,0.922,0.833,0.0237,11,85.11,2026-04-30T04:36:50.726872
SPERF-00001983,SUP-0067,3,2023,32,26,0.828,0.886,0.0416,40,78.73,2026-04-30T04:36:50.726872
SPERF-00001984,SUP-0067,4,2023,55,54,0.99,0.872,0.047,10,83.37,2026-04-30T04:36:50.726872
SPERF-00001985,SUP-0067,5,2023,60,53,0.894,0.863,0.0048,32,89.77,2026-04-30T04:36:50.726872
SPERF-00001986,SUP-0067,6,2023,20,16,0.809,0.823,0.0497,8,73.74,2026-04-30T04:36:50.726872
SPERF-00001987,SUP-0067,7,2023,74,72,0.977,0.8,0.0199,4,87.1,2026-04-30T04:36:50.726872
SPERF-00001988,SUP-0067,8,2023,22,20,0.91,0.916,0.0418,45,83.01,2026-04-30T04:36:50.726872
SPERF-00001989,SUP-0067,9,2023,46,40,0.873,0.847,0.0201,29,84.54,2026-04-30T04:36:50.726872
SPERF-00001990,SUP-0067,10,2023,49,36,0.744,0.875,0.0133,21,82.06,2026-04-30T04:36:50.726872
SPERF-00001991,SUP-0067,11,2023,69,52,0.759,0.885,0.0403,21,76.26,2026-04-30T04:36:50.726872
SPERF-00001992,SUP-0067,12,2023,62,44,0.712,0.888,0.014,58,81.06,2026-04-30T04:36:50.726872
SPERF-00001993,SUP-0067,1,2024,27,24,0.925,0.841,0.0134,54,88.09,2026-04-30T04:36:50.726872
SPERF-00001994,SUP-0067,2,2024,24,18,0.765,0.958,0.0192,59,84.33,2026-04-30T04:36:50.726872
SPERF-00001995,SUP-0067,3,2024,32,26,0.842,0.834,0.034,11,79.37,2026-04-30T04:36:50.726872
SPERF-00001996,SUP-0067,4,2024,47,36,0.766,0.892,0.0023,21,86.28,2026-04-30T04:36:50.726872
SPERF-00001997,SUP-0067,5,2024,72,51,0.721,0.981,0.0459,39,76.7,2026-04-30T04:36:50.726872
SPERF-00001998,SUP-0067,6,2024,43,34,0.802,0.814,0.0259,16,79.09,2026-04-30T04:36:50.726872
SPERF-00001999,SUP-0067,7,2024,79,69,0.875,0.929,0.0365,40,83.39,2026-04-30T04:36:50.726872
SPERF-00002000,SUP-0067,8,2024,69,56,0.823,0.858,0.0148,41,84.25,2026-04-30T04:36:50.726872
SPERF-00002001,SUP-0067,9,2024,77,69,0.906,0.888,0.0438,37,81.37,2026-04-30T04:36:50.726872
SPERF-00002002,SUP-0067,10,2024,14,13,0.974,0.94,0.0029,30,96.13,2026-04-30T04:36:50.726872
SPERF-00002003,SUP-0067,11,2024,15,11,0.787,0.918,0.0374,12,79.26,2026-04-30T04:36:50.726872
SPERF-00002004,SUP-0067,12,2024,11,7,0.72,0.975,0.0403,20,77.85,2026-04-30T04:36:50.726872
SPERF-00002005,SUP-0067,1,2025,31,22,0.715,0.826,0.0494,31,70.16,2026-04-30T04:36:50.726872
SPERF-00002006,SUP-0067,2,2025,16,13,0.826,0.891,0.0192,4,84.42,2026-04-30T04:36:50.726872
SPERF-00002007,SUP-0067,3,2025,5,4,0.983,0.822,0.0038,38,92.14,2026-04-30T04:36:50.726872
SPERF-00002008,SUP-0067,4,2025,79,69,0.88,0.829,0.0188,50,84.52,2026-04-30T04:36:50.726872
SPERF-00002009,SUP-0067,5,2025,58,50,0.864,0.966,0.0484,8,81.27,2026-04-30T04:36:50.726872
SPERF-00002010,SUP-0067,6,2025,38,26,0.707,0.81,0.0151,55,77.85,2026-04-30T04:36:50.726872
SPERF-00002011,SUP-0068,1,2023,66,62,0.95,0.941,0.0442,57,84.89,2026-04-30T04:36:50.726872
SPERF-00002012,SUP-0068,2,2023,74,66,0.901,0.867,0.0375,20,82.01,2026-04-30T04:36:50.726872
SPERF-00002013,SUP-0068,3,2023,23,16,0.715,0.935,0.0345,10,77.7,2026-04-30T04:36:50.726872
SPERF-00002014,SUP-0068,4,2023,5,4,0.93,0.838,0.0499,29,79.06,2026-04-30T04:36:50.726872
SPERF-00002015,SUP-0068,5,2023,33,28,0.85,0.884,0.0023,33,89.36,2026-04-30T04:36:50.726872
SPERF-00002016,SUP-0068,6,2023,52,38,0.746,0.915,0.0305,13,79.24,2026-04-30T04:36:50.726872
SPERF-00002017,SUP-0068,7,2023,32,28,0.903,0.83,0.0167,38,86.0,2026-04-30T04:36:50.726872
SPERF-00002018,SUP-0068,8,2023,14,10,0.726,0.801,0.0154,55,78.22,2026-04-30T04:36:50.726872
SPERF-00002019,SUP-0068,9,2023,74,65,0.883,0.838,0.0013,43,89.33,2026-04-30T04:36:50.726872
SPERF-00002020,SUP-0068,10,2023,55,44,0.812,0.817,0.0405,50,75.95,2026-04-30T04:36:50.726872
SPERF-00002021,SUP-0068,11,2023,69,64,0.939,0.884,0.0178,44,89.05,2026-04-30T04:36:50.726872
SPERF-00002022,SUP-0068,12,2023,10,7,0.794,0.909,0.0275,41,81.7,2026-04-30T04:36:50.726872
SPERF-00002023,SUP-0068,1,2024,36,32,0.889,0.891,0.0013,28,91.42,2026-04-30T04:36:50.726872
SPERF-00002024,SUP-0068,2,2024,17,14,0.875,0.854,0.0109,21,87.16,2026-04-30T04:36:50.726872
SPERF-00002025,SUP-0068,3,2024,64,53,0.837,0.852,0.0095,52,85.92,2026-04-30T04:36:50.726872
SPERF-00002026,SUP-0068,4,2024,45,34,0.768,0.959,0.044,3,78.28,2026-04-30T04:36:50.726872
SPERF-00002027,SUP-0068,5,2024,39,28,0.743,0.833,0.048,30,71.88,2026-04-30T04:36:50.726872
SPERF-00002028,SUP-0068,6,2024,67,64,0.97,0.891,0.0272,55,88.19,2026-04-30T04:36:50.726872
SPERF-00002029,SUP-0068,7,2024,59,48,0.817,0.818,0.0499,22,73.84,2026-04-30T04:36:50.726872
SPERF-00002030,SUP-0068,8,2024,43,32,0.746,0.917,0.0452,42,75.64,2026-04-30T04:36:50.726872
SPERF-00002031,SUP-0068,9,2024,17,16,0.987,0.853,0.0377,51,84.91,2026-04-30T04:36:50.726872
SPERF-00002032,SUP-0068,10,2024,13,12,0.983,0.965,0.0352,21,89.3,2026-04-30T04:36:50.726872
SPERF-00002033,SUP-0068,11,2024,66,63,0.955,0.907,0.0168,27,90.74,2026-04-30T04:36:50.726872
SPERF-00002034,SUP-0068,12,2024,65,54,0.831,0.978,0.0086,32,90.32,2026-04-30T04:36:50.726872
SPERF-00002035,SUP-0068,1,2025,78,62,0.798,0.83,0.0276,3,79.07,2026-04-30T04:36:50.726872
SPERF-00002036,SUP-0068,2,2025,66,62,0.954,0.831,0.001,49,91.99,2026-04-30T04:36:50.726872
SPERF-00002037,SUP-0068,3,2025,53,48,0.917,0.974,0.0278,18,88.82,2026-04-30T04:36:50.726872
SPERF-00002038,SUP-0068,4,2025,78,74,0.952,0.839,0.0187,28,87.77,2026-04-30T04:36:50.726872
SPERF-00002039,SUP-0068,5,2025,39,34,0.888,0.829,0.0492,22,77.23,2026-04-30T04:36:50.726872
SPERF-00002040,SUP-0068,6,2025,16,11,0.714,0.968,0.003,23,86.69,2026-04-30T04:36:50.726872
SPERF-00002041,SUP-0069,1,2023,7,6,0.975,0.872,0.0123,52,91.44,2026-04-30T04:36:50.726872
SPERF-00002042,SUP-0069,2,2023,50,44,0.895,0.827,0.0314,56,81.9,2026-04-30T04:36:50.726872
SPERF-00002043,SUP-0069,3,2023,12,8,0.732,0.949,0.0013,35,87.17,2026-04-30T04:36:50.726872
SPERF-00002044,SUP-0069,4,2023,40,35,0.885,0.963,0.0442,11,83.05,2026-04-30T04:36:50.726872
SPERF-00002045,SUP-0069,5,2023,15,10,0.712,0.973,0.03,51,80.03,2026-04-30T04:36:50.726872
SPERF-00002046,SUP-0069,6,2023,43,38,0.893,0.946,0.0326,7,85.68,2026-04-30T04:36:50.726872
SPERF-00002047,SUP-0069,7,2023,25,21,0.878,0.881,0.0236,31,85.06,2026-04-30T04:36:50.726872
SPERF-00002048,SUP-0069,8,2023,39,38,0.979,0.943,0.0284,56,90.06,2026-04-30T04:36:50.726872
SPERF-00002049,SUP-0069,9,2023,31,29,0.965,0.982,0.0409,26,87.75,2026-04-30T04:36:50.726872
SPERF-00002050,SUP-0069,10,2023,41,39,0.968,0.861,0.0288,7,86.65,2026-04-30T04:36:50.726872
SPERF-00002051,SUP-0069,11,2023,53,49,0.932,0.844,0.001,47,91.57,2026-04-30T04:36:50.726872
SPERF-00002052,SUP-0069,12,2023,13,12,0.951,0.894,0.014,7,90.83,2026-04-30T04:36:50.726872
SPERF-00002053,SUP-0069,1,2024,37,28,0.758,0.96,0.0205,20,83.8,2026-04-30T04:36:50.726872
SPERF-00002054,SUP-0069,2,2024,31,27,0.9,0.964,0.0099,51,92.27,2026-04-30T04:36:50.726872
SPERF-00002055,SUP-0069,3,2024,50,48,0.976,0.945,0.0138,11,93.66,2026-04-30T04:36:50.726872
SPERF-00002056,SUP-0069,4,2024,69,53,0.774,0.97,0.006,46,88.41,2026-04-30T04:36:50.726872
SPERF-00002057,SUP-0069,5,2024,37,33,0.913,0.923,0.0188,32,89.12,2026-04-30T04:36:50.726872
SPERF-00002058,SUP-0069,6,2024,34,31,0.926,0.877,0.0158,5,88.78,2026-04-30T04:36:50.726872
SPERF-00002059,SUP-0069,7,2024,67,60,0.906,0.91,0.0121,41,90.06,2026-04-30T04:36:50.726872
SPERF-00002060,SUP-0069,8,2024,37,29,0.796,0.948,0.0226,19,84.37,2026-04-30T04:36:50.726872
SPERF-00002061,SUP-0069,9,2024,17,16,0.982,0.848,0.0271,14,87.19,2026-04-30T04:36:50.726872
SPERF-00002062,SUP-0069,10,2024,56,51,0.927,0.853,0.0042,52,90.89,2026-04-30T04:36:50.726872
SPERF-00002063,SUP-0069,11,2024,51,37,0.731,0.941,0.0273,55,80.35,2026-04-30T04:36:50.726872
SPERF-00002064,SUP-0069,12,2024,33,31,0.959,0.928,0.014,36,92.34,2026-04-30T04:36:50.726872
SPERF-00002065,SUP-0069,1,2025,9,7,0.785,0.952,0.0187,16,85.05,2026-04-30T04:36:50.726872
SPERF-00002066,SUP-0069,2,2025,52,43,0.832,0.802,0.0345,9,77.72,2026-04-30T04:36:50.726872
SPERF-00002067,SUP-0069,3,2025,33,29,0.893,0.917,0.0358,7,83.86,2026-04-30T04:36:50.726872
SPERF-00002068,SUP-0069,4,2025,14,9,0.706,0.818,0.0262,57,75.32,2026-04-30T04:36:50.726872
SPERF-00002069,SUP-0069,5,2025,69,51,0.744,0.934,0.0025,48,86.83,2026-04-30T04:36:50.726872
SPERF-00002070,SUP-0069,6,2025,18,12,0.702,0.981,0.0428,43,76.72,2026-04-30T04:36:50.726872
SPERF-00002071,SUP-0070,1,2023,59,47,0.81,0.969,0.0144,30,87.72,2026-04-30T04:36:50.726872
SPERF-00002072,SUP-0070,2,2023,54,51,0.948,0.933,0.0409,58,85.35,2026-04-30T04:36:50.726872
SPERF-00002073,SUP-0070,3,2023,80,76,0.96,0.83,0.0427,32,81.77,2026-04-30T04:36:50.726872
SPERF-00002074,SUP-0070,4,2023,8,5,0.712,0.839,0.0057,13,81.42,2026-04-30T04:36:50.726872
SPERF-00002075,SUP-0070,5,2023,66,60,0.923,0.878,0.0067,38,90.98,2026-04-30T04:36:50.726872
SPERF-00002076,SUP-0070,6,2023,39,36,0.931,0.811,0.0244,30,84.53,2026-04-30T04:36:50.726872
SPERF-00002077,SUP-0070,7,2023,31,29,0.958,0.891,0.0494,47,82.16,2026-04-30T04:36:50.726872
SPERF-00002078,SUP-0070,8,2023,32,29,0.929,0.945,0.0221,52,89.71,2026-04-30T04:36:50.726872
SPERF-00002079,SUP-0070,9,2023,57,54,0.955,0.901,0.0351,58,85.96,2026-04-30T04:36:50.726872
SPERF-00002080,SUP-0070,10,2023,28,25,0.9,0.952,0.0442,17,83.27,2026-04-30T04:36:50.726872
SPERF-00002081,SUP-0070,11,2023,24,20,0.855,0.941,0.0391,47,82.36,2026-04-30T04:36:50.726872
SPERF-00002082,SUP-0070,12,2023,60,46,0.774,0.843,0.0212,5,80.17,2026-04-30T04:36:50.726872
SPERF-00002083,SUP-0070,1,2024,63,55,0.876,0.974,0.0383,26,84.55,2026-04-30T04:36:50.726872
SPERF-00002084,SUP-0070,2,2024,43,37,0.867,0.953,0.0311,27,85.26,2026-04-30T04:36:50.726872
SPERF-00002085,SUP-0070,3,2024,80,75,0.949,0.894,0.01,11,91.75,2026-04-30T04:36:50.726872
SPERF-00002086,SUP-0070,4,2024,48,39,0.813,0.851,0.0489,42,75.08,2026-04-30T04:36:50.726872
SPERF-00002087,SUP-0070,5,2024,48,46,0.97,0.909,0.0393,47,85.79,2026-04-30T04:36:50.726872
SPERF-00002088,SUP-0070,6,2024,14,13,0.983,0.807,0.0444,3,81.47,2026-04-30T04:36:50.726872
SPERF-00002089,SUP-0070,7,2024,41,33,0.823,0.898,0.041,19,79.1,2026-04-30T04:36:50.726872
SPERF-00002090,SUP-0070,8,2024,29,25,0.889,0.862,0.049,53,78.48,2026-04-30T04:36:50.726872
SPERF-00002091,SUP-0070,9,2024,5,4,0.866,0.868,0.0268,53,83.32,2026-04-30T04:36:50.726872
SPERF-00002092,SUP-0070,10,2024,77,56,0.728,0.926,0.0379,31,77.06,2026-04-30T04:36:50.726872
SPERF-00002093,SUP-0070,11,2024,64,59,0.933,0.873,0.0387,54,83.2,2026-04-30T04:36:50.726872
SPERF-00002094,SUP-0070,12,2024,15,14,0.955,0.872,0.0116,13,90.82,2026-04-30T04:36:50.726872
SPERF-00002095,SUP-0070,1,2025,51,49,0.973,0.87,0.0163,24,90.3,2026-04-30T04:36:50.726872
SPERF-00002096,SUP-0070,2,2025,70,59,0.846,0.938,0.0272,25,84.87,2026-04-30T04:36:50.726872
SPERF-00002097,SUP-0070,3,2025,60,57,0.954,0.885,0.0367,47,84.96,2026-04-30T04:36:50.726872
SPERF-00002098,SUP-0070,4,2025,23,18,0.807,0.975,0.005,22,90.16,2026-04-30T04:36:50.726872
SPERF-00002099,SUP-0070,5,2025,65,55,0.847,0.955,0.0212,27,87.0,2026-04-30T04:36:50.726872
SPERF-00002100,SUP-0070,6,2025,11,9,0.899,0.982,0.0309,52,87.61,2026-04-30T04:36:50.726872
SPERF-00002101,SUP-0071,1,2023,9,8,0.897,0.919,0.0347,38,84.37,2026-04-30T04:36:50.726872
SPERF-00002102,SUP-0071,2,2023,31,28,0.915,0.885,0.0275,12,85.7,2026-04-30T04:36:50.726872
SPERF-00002103,SUP-0071,3,2023,10,8,0.829,0.846,0.0063,4,86.19,2026-04-30T04:36:50.726872
SPERF-00002104,SUP-0071,4,2023,72,52,0.73,0.985,0.0386,25,79.02,2026-04-30T04:36:50.726872
SPERF-00002105,SUP-0071,5,2023,63,47,0.75,0.804,0.0038,19,82.19,2026-04-30T04:36:50.726872
SPERF-00002106,SUP-0071,6,2023,57,45,0.794,0.857,0.0215,25,81.38,2026-04-30T04:36:50.726872
SPERF-00002107,SUP-0071,7,2023,27,19,0.711,0.926,0.0293,50,78.53,2026-04-30T04:36:50.726872
SPERF-00002108,SUP-0071,8,2023,15,11,0.767,0.977,0.0253,56,83.55,2026-04-30T04:36:50.726872
SPERF-00002109,SUP-0071,9,2023,28,22,0.805,0.806,0.0211,60,80.14,2026-04-30T04:36:50.726872
SPERF-00002110,SUP-0071,10,2023,68,54,0.795,0.861,0.0337,37,78.51,2026-04-30T04:36:50.726872
SPERF-00002111,SUP-0071,11,2023,30,25,0.859,0.834,0.0467,31,76.88,2026-04-30T04:36:50.726872
SPERF-00002112,SUP-0071,12,2023,45,34,0.773,0.832,0.0442,35,73.99,2026-04-30T04:36:50.726872
SPERF-00002113,SUP-0071,1,2024,72,62,0.87,0.813,0.007,47,86.5,2026-04-30T04:36:50.726872
SPERF-00002114,SUP-0071,2,2024,45,33,0.741,0.848,0.0292,10,77.02,2026-04-30T04:36:50.726872
SPERF-00002115,SUP-0071,3,2024,48,44,0.929,0.911,0.0255,3,87.67,2026-04-30T04:36:50.726872
SPERF-00002116,SUP-0071,4,2024,65,61,0.949,0.838,0.0174,11,87.94,2026-04-30T04:36:50.726872
SPERF-00002117,SUP-0071,5,2024,31,22,0.717,0.958,0.0287,24,80.03,2026-04-30T04:36:50.726872
SPERF-00002118,SUP-0071,6,2024,10,9,0.934,0.826,0.0435,7,80.39,2026-04-30T04:36:50.726872
