location_id,warehouse_id,zone,aisle,rack,bin,location_type,max_weight_lbs,max_volume_cuft,is_active,_ingested_at
LOC-AS-03-J07-06,WH-EAS-03,RECEIVING,J,07,06,STANDARD,2000,48.8,True,2026-04-30T04:36:50.726872
LOC-OU-09-F04-05,WH-SOU-09,RECEIVING,F,04,05,STANDARD,2000,44.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-L08-07,WH-CEN-08,ZONE-D,L,08,07,BULK,5000,112.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-C09-02,WH-CEN-10,ZONE-D,C,09,02,BULK,5000,10.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-P15-05,WH-NOR-05,ZONE-E,P,15,05,STANDARD,1000,60.5,False,2026-04-30T04:36:50.726872
LOC-EN-08-D16-07,WH-CEN-08,ZONE-D,D,16,07,STANDARD,1000,44.4,True,2026-04-30T04:36:50.726872
LOC-AS-01-B28-02,WH-EAS-01,ZONE-C,B,28,02,STANDARD,2000,34.2,True,2026-04-30T04:36:50.726872
LOC-ES-07-G02-01,WH-WES-07,ZONE-A,G,02,01,STANDARD,2000,64.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-I30-06,WH-NOR-04,SHIPPING,I,30,06,STANDARD,500,115.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-F26-07,WH-NOR-04,ZONE-B,F,26,07,STANDARD,500,191.3,True,2026-04-30T04:36:50.726872
LOC-EN-10-I26-08,WH-CEN-10,ZONE-A,I,26,08,STANDARD,5000,52.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-F30-04,WH-EAS-03,ZONE-C,F,30,04,STANDARD,1000,137.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-M15-04,WH-CEN-10,ZONE-B,M,15,04,STANDARD,500,87.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-M28-07,WH-EAS-03,ZONE-A,M,28,07,STANDARD,2000,49.0,True,2026-04-30T04:36:50.726872
LOC-ES-07-K11-01,WH-WES-07,ZONE-D,K,11,01,STANDARD,5000,169.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-E23-02,WH-EAS-06,ZONE-E,E,23,02,BULK,5000,42.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-K12-07,WH-NOR-04,ZONE-C,K,12,07,STANDARD,2000,180.7,True,2026-04-30T04:36:50.726872
LOC-EN-08-A22-04,WH-CEN-08,RECEIVING,A,22,04,STANDARD,5000,145.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-L12-07,WH-CEN-10,ZONE-A,L,12,07,STANDARD,5000,182.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-L08-05,WH-NOR-05,ZONE-C,L,08,05,HAZMAT,2000,100.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-G28-01,WH-CEN-10,ZONE-D,G,28,01,STANDARD,1000,27.1,True,2026-04-30T04:36:50.726872
LOC-AS-02-B09-02,WH-EAS-02,ZONE-E,B,09,02,HAZMAT,5000,38.3,True,2026-04-30T04:36:50.726872
LOC-ES-07-I28-03,WH-WES-07,ZONE-B,I,28,03,STANDARD,1000,108.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-B19-03,WH-EAS-02,ZONE-C,B,19,03,STANDARD,5000,180.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-C03-02,WH-NOR-04,ZONE-C,C,03,02,BULK,1000,111.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-L24-03,WH-SOU-09,ZONE-B,L,24,03,STANDARD,1000,56.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-I17-01,WH-EAS-03,ZONE-E,I,17,01,STANDARD,500,84.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-E28-03,WH-CEN-08,ZONE-B,E,28,03,COLD,2000,119.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-O06-02,WH-NOR-04,RECEIVING,O,06,02,STANDARD,500,22.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-J15-08,WH-EAS-01,RECEIVING,J,15,08,BULK,5000,178.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-L26-07,WH-SOU-09,SHIPPING,L,26,07,STANDARD,5000,41.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-B07-02,WH-EAS-03,ZONE-E,B,07,02,OVERSIZE,2000,32.0,True,2026-04-30T04:36:50.726872
LOC-ES-07-M10-06,WH-WES-07,ZONE-A,M,10,06,STANDARD,1000,152.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-O28-03,WH-EAS-03,RECEIVING,O,28,03,BULK,5000,56.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-O09-08,WH-NOR-04,ZONE-D,O,09,08,STANDARD,5000,80.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-N02-04,WH-EAS-03,ZONE-B,N,02,04,COLD,500,66.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-M29-07,WH-CEN-08,ZONE-A,M,29,07,STANDARD,2000,166.0,True,2026-04-30T04:36:50.726872
LOC-AS-01-P03-06,WH-EAS-01,ZONE-C,P,03,06,STANDARD,1000,12.1,True,2026-04-30T04:36:50.726872
LOC-OU-09-I02-01,WH-SOU-09,ZONE-E,I,02,01,STANDARD,2000,14.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-O12-06,WH-CEN-10,ZONE-C,O,12,06,STANDARD,500,177.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-B22-02,WH-WES-07,ZONE-B,B,22,02,HAZMAT,5000,72.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-E05-04,WH-NOR-05,ZONE-A,E,05,04,STANDARD,2000,84.9,True,2026-04-30T04:36:50.726872
LOC-OR-05-A05-04,WH-NOR-05,ZONE-D,A,05,04,STANDARD,5000,161.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-I30-04,WH-WES-07,ZONE-A,I,30,04,OVERSIZE,1000,173.2,True,2026-04-30T04:36:50.726872
LOC-EN-08-C08-08,WH-CEN-08,ZONE-B,C,08,08,HAZMAT,5000,31.7,True,2026-04-30T04:36:50.726872
LOC-AS-06-L28-08,WH-EAS-06,ZONE-C,L,28,08,STANDARD,2000,130.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-I26-04,WH-EAS-03,ZONE-B,I,26,04,BULK,5000,101.8,True,2026-04-30T04:36:50.726872
LOC-OU-09-J16-07,WH-SOU-09,ZONE-A,J,16,07,OVERSIZE,2000,162.3,True,2026-04-30T04:36:50.726872
LOC-AS-03-H28-04,WH-EAS-03,ZONE-B,H,28,04,STANDARD,1000,185.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-L14-07,WH-SOU-09,ZONE-D,L,14,07,STANDARD,2000,25.4,True,2026-04-30T04:36:50.726872
LOC-EN-08-C25-06,WH-CEN-08,ZONE-A,C,25,06,STANDARD,5000,39.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-K12-02,WH-EAS-01,ZONE-C,K,12,02,STANDARD,5000,186.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-M14-04,WH-NOR-04,ZONE-C,M,14,04,STANDARD,1000,73.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-M28-02,WH-CEN-10,ZONE-A,M,28,02,STANDARD,500,38.5,True,2026-04-30T04:36:50.726872
LOC-AS-02-E02-01,WH-EAS-02,ZONE-D,E,02,01,STANDARD,1000,65.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-C02-03,WH-EAS-06,ZONE-C,C,02,03,STANDARD,500,199.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-A27-04,WH-EAS-01,SHIPPING,A,27,04,STANDARD,5000,166.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-J20-02,WH-NOR-05,SHIPPING,J,20,02,STANDARD,1000,22.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-F21-02,WH-NOR-05,ZONE-D,F,21,02,STANDARD,2000,16.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-P26-08,WH-EAS-03,ZONE-C,P,26,08,OVERSIZE,2000,65.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-N26-04,WH-WES-07,SHIPPING,N,26,04,OVERSIZE,2000,136.6,True,2026-04-30T04:36:50.726872
LOC-EN-08-E23-03,WH-CEN-08,ZONE-A,E,23,03,STANDARD,500,38.1,False,2026-04-30T04:36:50.726872
LOC-AS-03-E24-02,WH-EAS-03,ZONE-C,E,24,02,BULK,2000,120.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-N04-05,WH-WES-07,RECEIVING,N,04,05,STANDARD,5000,134.7,True,2026-04-30T04:36:50.726872
LOC-ES-07-G12-02,WH-WES-07,ZONE-A,G,12,02,STANDARD,2000,84.0,True,2026-04-30T04:36:50.726872
LOC-EN-08-M26-06,WH-CEN-08,ZONE-D,M,26,06,STANDARD,2000,151.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-F01-03,WH-EAS-06,ZONE-C,F,01,03,STANDARD,5000,176.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-E08-08,WH-EAS-01,ZONE-C,E,08,08,COLD,1000,89.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-K26-06,WH-EAS-06,ZONE-C,K,26,06,STANDARD,5000,156.6,True,2026-04-30T04:36:50.726872
LOC-OR-04-G05-06,WH-NOR-04,RECEIVING,G,05,06,STANDARD,2000,110.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-G14-01,WH-CEN-10,ZONE-D,G,14,01,OVERSIZE,2000,112.4,True,2026-04-30T04:36:50.726872
LOC-AS-01-J11-01,WH-EAS-01,ZONE-D,J,11,01,STANDARD,500,100.2,True,2026-04-30T04:36:50.726872
LOC-EN-08-H30-06,WH-CEN-08,SHIPPING,H,30,06,STANDARD,5000,60.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-H22-05,WH-EAS-01,ZONE-D,H,22,05,STANDARD,1000,17.7,True,2026-04-30T04:36:50.726872
LOC-EN-08-H13-01,WH-CEN-08,ZONE-D,H,13,01,STANDARD,500,162.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-N01-05,WH-SOU-09,SHIPPING,N,01,05,STANDARD,500,104.4,True,2026-04-30T04:36:50.726872
LOC-OU-09-J25-02,WH-SOU-09,SHIPPING,J,25,02,STANDARD,5000,116.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-G01-07,WH-SOU-09,ZONE-A,G,01,07,STANDARD,1000,189.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-I06-05,WH-EAS-03,RECEIVING,I,06,05,STANDARD,1000,182.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-L04-05,WH-EAS-03,ZONE-C,L,04,05,OVERSIZE,500,24.5,True,2026-04-30T04:36:50.726872
LOC-AS-02-A08-02,WH-EAS-02,SHIPPING,A,08,02,BULK,2000,193.4,True,2026-04-30T04:36:50.726872
LOC-EN-08-K04-08,WH-CEN-08,ZONE-E,K,04,08,STANDARD,2000,159.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-L06-07,WH-EAS-02,SHIPPING,L,06,07,STANDARD,2000,147.8,True,2026-04-30T04:36:50.726872
LOC-EN-10-C03-03,WH-CEN-10,ZONE-B,C,03,03,STANDARD,1000,101.0,True,2026-04-30T04:36:50.726872
LOC-AS-06-A11-07,WH-EAS-06,SHIPPING,A,11,07,BULK,500,163.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-G06-04,WH-WES-07,ZONE-E,G,06,04,STANDARD,500,195.5,True,2026-04-30T04:36:50.726872
LOC-EN-08-O13-06,WH-CEN-08,RECEIVING,O,13,06,STANDARD,500,16.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-L01-06,WH-CEN-10,RECEIVING,L,01,06,STANDARD,500,194.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-E27-02,WH-EAS-02,ZONE-E,E,27,02,STANDARD,500,122.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-K04-01,WH-SOU-09,SHIPPING,K,04,01,BULK,2000,56.7,True,2026-04-30T04:36:50.726872
LOC-ES-07-J02-02,WH-WES-07,ZONE-A,J,02,02,HAZMAT,1000,142.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-I11-07,WH-EAS-03,ZONE-A,I,11,07,OVERSIZE,2000,24.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-N01-01,WH-NOR-05,ZONE-C,N,01,01,STANDARD,500,175.2,True,2026-04-30T04:36:50.726872
LOC-EN-10-D12-02,WH-CEN-10,ZONE-A,D,12,02,OVERSIZE,2000,70.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-G19-02,WH-CEN-10,ZONE-B,G,19,02,STANDARD,2000,169.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-C26-05,WH-SOU-09,ZONE-E,C,26,05,STANDARD,500,180.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-J30-07,WH-EAS-01,ZONE-A,J,30,07,STANDARD,2000,150.8,True,2026-04-30T04:36:50.726872
LOC-AS-02-A04-08,WH-EAS-02,ZONE-A,A,04,08,STANDARD,2000,87.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-H03-06,WH-EAS-03,ZONE-B,H,03,06,STANDARD,500,129.9,True,2026-04-30T04:36:50.726872
LOC-OR-04-E06-04,WH-NOR-04,ZONE-D,E,06,04,STANDARD,2000,119.6,True,2026-04-30T04:36:50.726872
LOC-OR-04-P18-04,WH-NOR-04,ZONE-A,P,18,04,STANDARD,5000,46.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-E13-07,WH-EAS-06,ZONE-E,E,13,07,STANDARD,1000,127.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-I21-08,WH-WES-07,ZONE-A,I,21,08,OVERSIZE,5000,122.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-F27-02,WH-EAS-03,RECEIVING,F,27,02,STANDARD,500,53.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-C22-07,WH-EAS-01,ZONE-B,C,22,07,OVERSIZE,2000,192.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-D27-01,WH-NOR-04,ZONE-D,D,27,01,STANDARD,1000,94.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-L11-07,WH-EAS-02,ZONE-D,L,11,07,STANDARD,2000,94.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-G13-06,WH-EAS-03,ZONE-B,G,13,06,COLD,1000,103.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-B09-01,WH-WES-07,ZONE-D,B,09,01,STANDARD,500,158.5,True,2026-04-30T04:36:50.726872
LOC-EN-08-J07-07,WH-CEN-08,ZONE-A,J,07,07,COLD,1000,63.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-P26-02,WH-EAS-01,ZONE-E,P,26,02,STANDARD,2000,132.4,True,2026-04-30T04:36:50.726872
LOC-OR-05-P13-05,WH-NOR-05,ZONE-B,P,13,05,STANDARD,5000,181.9,True,2026-04-30T04:36:50.726872
LOC-OR-04-P13-04,WH-NOR-04,ZONE-E,P,13,04,STANDARD,1000,30.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-I23-02,WH-SOU-09,ZONE-C,I,23,02,COLD,2000,151.8,True,2026-04-30T04:36:50.726872
LOC-EN-10-D08-05,WH-CEN-10,ZONE-C,D,08,05,BULK,1000,129.2,False,2026-04-30T04:36:50.726872
LOC-AS-01-E01-06,WH-EAS-01,SHIPPING,E,01,06,STANDARD,5000,117.9,True,2026-04-30T04:36:50.726872
LOC-OR-04-F04-05,WH-NOR-04,RECEIVING,F,04,05,BULK,2000,142.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-M22-06,WH-NOR-04,ZONE-A,M,22,06,STANDARD,1000,179.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-L16-04,WH-EAS-06,ZONE-E,L,16,04,STANDARD,1000,91.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-D19-03,WH-EAS-02,ZONE-B,D,19,03,STANDARD,500,48.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-D22-08,WH-EAS-02,RECEIVING,D,22,08,STANDARD,1000,51.5,True,2026-04-30T04:36:50.726872
LOC-OR-05-A30-07,WH-NOR-05,ZONE-A,A,30,07,OVERSIZE,5000,179.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-D03-05,WH-NOR-04,SHIPPING,D,03,05,STANDARD,1000,18.4,True,2026-04-30T04:36:50.726872
LOC-OU-09-F22-01,WH-SOU-09,SHIPPING,F,22,01,STANDARD,1000,161.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-C17-04,WH-EAS-02,ZONE-E,C,17,04,STANDARD,5000,142.3,True,2026-04-30T04:36:50.726872
LOC-EN-08-F01-02,WH-CEN-08,RECEIVING,F,01,02,STANDARD,2000,46.6,True,2026-04-30T04:36:50.726872
LOC-OR-04-B24-03,WH-NOR-04,ZONE-B,B,24,03,BULK,1000,35.2,True,2026-04-30T04:36:50.726872
LOC-EN-08-H20-03,WH-CEN-08,ZONE-A,H,20,03,STANDARD,1000,79.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-N05-02,WH-NOR-05,SHIPPING,N,05,02,COLD,5000,81.8,True,2026-04-30T04:36:50.726872
LOC-AS-01-F22-07,WH-EAS-01,ZONE-A,F,22,07,STANDARD,1000,50.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-N08-03,WH-EAS-02,ZONE-C,N,08,03,BULK,2000,178.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-G15-07,WH-CEN-10,ZONE-B,G,15,07,STANDARD,5000,63.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-A07-07,WH-NOR-04,ZONE-C,A,07,07,STANDARD,5000,186.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-E29-01,WH-EAS-02,ZONE-B,E,29,01,BULK,500,116.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-E02-03,WH-CEN-10,ZONE-E,E,02,03,COLD,1000,55.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-C08-02,WH-CEN-10,ZONE-C,C,08,02,STANDARD,500,59.3,True,2026-04-30T04:36:50.726872
LOC-AS-03-F02-07,WH-EAS-03,ZONE-D,F,02,07,COLD,1000,36.5,True,2026-04-30T04:36:50.726872
LOC-AS-02-E20-08,WH-EAS-02,ZONE-A,E,20,08,STANDARD,500,150.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-I28-06,WH-EAS-03,ZONE-A,I,28,06,STANDARD,500,158.2,True,2026-04-30T04:36:50.726872
LOC-AS-01-A03-06,WH-EAS-01,ZONE-B,A,03,06,BULK,500,25.7,True,2026-04-30T04:36:50.726872
LOC-AS-02-O26-06,WH-EAS-02,ZONE-A,O,26,06,BULK,500,146.7,False,2026-04-30T04:36:50.726872
LOC-AS-06-M22-02,WH-EAS-06,SHIPPING,M,22,02,HAZMAT,2000,153.0,True,2026-04-30T04:36:50.726872
LOC-AS-02-E20-08,WH-EAS-02,ZONE-C,E,20,08,STANDARD,500,38.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-B11-07,WH-NOR-05,ZONE-D,B,11,07,STANDARD,5000,98.8,True,2026-04-30T04:36:50.726872
LOC-AS-01-A22-05,WH-EAS-01,ZONE-B,A,22,05,STANDARD,2000,26.9,True,2026-04-30T04:36:50.726872
LOC-OR-05-E13-07,WH-NOR-05,ZONE-E,E,13,07,STANDARD,5000,38.4,True,2026-04-30T04:36:50.726872
LOC-OR-04-K12-01,WH-NOR-04,ZONE-C,K,12,01,STANDARD,1000,159.2,True,2026-04-30T04:36:50.726872
LOC-AS-01-B21-08,WH-EAS-01,ZONE-A,B,21,08,STANDARD,1000,87.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-O20-06,WH-SOU-09,SHIPPING,O,20,06,OVERSIZE,1000,33.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-D28-07,WH-EAS-01,ZONE-C,D,28,07,BULK,500,179.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-I21-05,WH-EAS-01,SHIPPING,I,21,05,STANDARD,5000,104.7,True,2026-04-30T04:36:50.726872
LOC-OU-09-G13-04,WH-SOU-09,ZONE-E,G,13,04,STANDARD,5000,60.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-E23-07,WH-EAS-02,ZONE-E,E,23,07,STANDARD,1000,109.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-N10-03,WH-NOR-05,ZONE-A,N,10,03,STANDARD,5000,153.7,True,2026-04-30T04:36:50.726872
LOC-OU-09-N07-02,WH-SOU-09,ZONE-C,N,07,02,OVERSIZE,2000,25.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-J21-07,WH-WES-07,ZONE-B,J,21,07,STANDARD,2000,154.0,True,2026-04-30T04:36:50.726872
LOC-AS-01-F13-04,WH-EAS-01,RECEIVING,F,13,04,STANDARD,2000,113.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-A22-02,WH-NOR-04,ZONE-D,A,22,02,STANDARD,5000,160.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-A25-04,WH-SOU-09,RECEIVING,A,25,04,STANDARD,1000,115.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-I11-03,WH-EAS-03,ZONE-D,I,11,03,STANDARD,500,138.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-B28-05,WH-NOR-05,ZONE-B,B,28,05,STANDARD,1000,49.7,True,2026-04-30T04:36:50.726872
LOC-AS-06-G27-05,WH-EAS-06,ZONE-E,G,27,05,STANDARD,500,85.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-D03-02,WH-EAS-03,RECEIVING,D,03,02,STANDARD,5000,147.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-B20-04,WH-SOU-09,ZONE-B,B,20,04,STANDARD,1000,103.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-H02-07,WH-EAS-06,SHIPPING,H,02,07,STANDARD,500,191.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-P25-06,WH-CEN-10,ZONE-D,P,25,06,STANDARD,5000,158.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-A01-03,WH-SOU-09,ZONE-B,A,01,03,BULK,500,121.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-D18-03,WH-WES-07,SHIPPING,D,18,03,STANDARD,500,56.4,True,2026-04-30T04:36:50.726872
LOC-EN-08-P09-05,WH-CEN-08,SHIPPING,P,09,05,OVERSIZE,500,192.5,True,2026-04-30T04:36:50.726872
LOC-AS-01-G13-06,WH-EAS-01,ZONE-E,G,13,06,BULK,1000,178.3,True,2026-04-30T04:36:50.726872
LOC-EN-10-C26-02,WH-CEN-10,SHIPPING,C,26,02,STANDARD,2000,30.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-M17-08,WH-NOR-04,ZONE-C,M,17,08,BULK,1000,153.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-F07-03,WH-EAS-03,ZONE-A,F,07,03,STANDARD,2000,73.7,True,2026-04-30T04:36:50.726872
LOC-AS-02-I30-01,WH-EAS-02,RECEIVING,I,30,01,BULK,2000,34.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-L21-01,WH-EAS-01,SHIPPING,L,21,01,BULK,1000,103.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-B17-02,WH-WES-07,ZONE-A,B,17,02,BULK,5000,158.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-G28-01,WH-EAS-01,ZONE-E,G,28,01,COLD,2000,84.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-A13-03,WH-EAS-02,RECEIVING,A,13,03,STANDARD,2000,188.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-G09-06,WH-EAS-03,ZONE-C,G,09,06,STANDARD,5000,106.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-D16-08,WH-CEN-10,ZONE-D,D,16,08,BULK,1000,128.0,False,2026-04-30T04:36:50.726872
LOC-OR-05-J24-01,WH-NOR-05,ZONE-A,J,24,01,STANDARD,500,160.8,False,2026-04-30T04:36:50.726872
LOC-OR-04-K10-04,WH-NOR-04,ZONE-D,K,10,04,COLD,1000,87.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-D02-02,WH-EAS-06,RECEIVING,D,02,02,STANDARD,500,125.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-C26-05,WH-EAS-06,ZONE-C,C,26,05,STANDARD,500,145.8,True,2026-04-30T04:36:50.726872
LOC-OR-05-F13-07,WH-NOR-05,SHIPPING,F,13,07,STANDARD,5000,175.2,True,2026-04-30T04:36:50.726872
LOC-OU-09-O03-05,WH-SOU-09,ZONE-B,O,03,05,STANDARD,2000,120.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-H05-06,WH-CEN-10,ZONE-E,H,05,06,STANDARD,500,156.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-G06-04,WH-CEN-10,ZONE-A,G,06,04,STANDARD,1000,65.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-M19-01,WH-WES-07,ZONE-D,M,19,01,STANDARD,500,198.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-D15-07,WH-WES-07,ZONE-A,D,15,07,STANDARD,1000,152.4,True,2026-04-30T04:36:50.726872
LOC-OR-04-H11-06,WH-NOR-04,RECEIVING,H,11,06,STANDARD,1000,134.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-J27-01,WH-EAS-01,ZONE-C,J,27,01,OVERSIZE,500,196.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-N11-01,WH-CEN-10,ZONE-E,N,11,01,BULK,1000,87.2,True,2026-04-30T04:36:50.726872
LOC-OU-09-E14-05,WH-SOU-09,ZONE-A,E,14,05,BULK,5000,118.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-G01-08,WH-EAS-02,SHIPPING,G,01,08,STANDARD,1000,155.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-K30-02,WH-EAS-06,ZONE-C,K,30,02,BULK,2000,85.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-J28-05,WH-CEN-10,RECEIVING,J,28,05,COLD,500,168.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-A01-07,WH-NOR-04,ZONE-E,A,01,07,STANDARD,5000,21.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-G03-02,WH-WES-07,RECEIVING,G,03,02,STANDARD,2000,166.5,True,2026-04-30T04:36:50.726872
LOC-AS-01-B03-07,WH-EAS-01,ZONE-E,B,03,07,STANDARD,2000,25.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-K02-08,WH-EAS-02,ZONE-D,K,02,08,BULK,1000,175.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-E02-06,WH-WES-07,ZONE-B,E,02,06,STANDARD,2000,13.2,True,2026-04-30T04:36:50.726872
LOC-EN-08-J13-03,WH-CEN-08,ZONE-A,J,13,03,BULK,5000,178.2,True,2026-04-30T04:36:50.726872
LOC-ES-07-E20-03,WH-WES-07,ZONE-C,E,20,03,STANDARD,500,151.7,True,2026-04-30T04:36:50.726872
LOC-EN-08-M30-01,WH-CEN-08,ZONE-B,M,30,01,STANDARD,500,156.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-I03-04,WH-WES-07,ZONE-B,I,03,04,STANDARD,1000,26.9,True,2026-04-30T04:36:50.726872
LOC-AS-06-L23-03,WH-EAS-06,ZONE-B,L,23,03,STANDARD,5000,30.7,True,2026-04-30T04:36:50.726872
LOC-AS-02-O01-04,WH-EAS-02,SHIPPING,O,01,04,OVERSIZE,1000,138.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-A13-02,WH-EAS-03,ZONE-B,A,13,02,BULK,1000,166.8,False,2026-04-30T04:36:50.726872
